rede;barra;vnom_kv;utm_x;utm_y;rede_id;barra_id;
CAI  0108;B_378;1.38E+001;-466383528;-235307663;3266;836;
CAI  0108;B_377;1.38E+001;-466382642;-235275704;3266;837;
CAI  0108;B_376;1.38E+001;-466383738;-235296649;3266;838;
CAI  0108;B_375;1.38E+001;-466384238;-235297969;3266;839;
CAI  0108;B_374;1.38E+001;-466383323;-235298996;3266;840;
CAI  0108;B_373;1.38E+001;-466384395;-235275050;3266;841;
CAI  0108;B_372;1.38E+001;-466384434;-235298615;3266;842;
CAI  0108;B_371;1.38E+001;-466387492;-235279808;3266;843;
CAI  0108;B_370;1.38E+001;-466386287;-235277383;3266;844;
CAI  0108;B_369;1.38E+001;-466385186;-235275498;3266;845;
CAI  0108;B_368;1.38E+001;-466385442;-235302471;3266;846;
CAI  0108;B_367;1.38E+001;-466385997;-235300973;3266;847;
CAI  0108;B_366;1.38E+001;-466384895;-235299431;3266;848;
CAI  0108;B_365;1.38E+001;-466386703;-235278561;3266;849;
CAI  0108;B_364;1.38E+001;-466386792;-235278642;3266;850;
CAI  0108;B_363;1.38E+001;-466386125;-235300636;3266;851;
CAI  0108;B_362;1.38E+001;-466387109;-235298039;3266;852;
CAI  0108;B_361;1.38E+001;-466388170;-235294972;3266;853;
CAI  0108;B_360;1.38E+001;-466388324;-235281400;3266;854;
CAI  0108;B_359;1.38E+001;-466389040;-235282666;3266;855;
CAI  0108;B_358;1.38E+001;-466388721;-235282184;3266;856;
CAI  0108;B_357;1.38E+001;-466388296;-235281425;3266;857;
CAI  0108;B_356;1.38E+001;-466388737;-235293341;3266;858;
CAI  0108;B_355;1.38E+001;-466388453;-235294156;3266;859;
CAI  0108;B_354;1.38E+001;-466388322;-235294535;3266;860;
CAI  0108;B_353;1.38E+001;-466388674;-235288284;3266;861;
CAI  0108;B_352;1.38E+001;-466389051;-235282683;3266;862;
CAI  0108;B_351;1.38E+001;-466389170;-235292334;3266;863;
CAI  0108;B_350;1.38E+001;-466389655;-235291062;3266;864;
CAI  0108;B_349;1.38E+001;-466389726;-235290872;3266;865;
CAI  0108;B_348;1.38E+001;-466390324;-235289072;3266;866;
CAI  0108;B_347;1.38E+001;-466390388;-235288877;3266;867;
CAI  0108;B_346;1.38E+001;-466390855;-235287719;3266;868;
CAI  0108;B_345;1.38E+001;-466390863;-235287700;3266;869;
CAI  0108;B_344;1.38E+001;-466390995;-235287638;3266;870;
CAI  0108;B_343;1.38E+001;-466391601;-235287350;3266;871;
CAI  0108;B_342;1.38E+001;-466389944;-235286393;3266;872;
CAI  0108;B_341;1.38E+001;-466390405;-235285647;3266;873;
CAI  0108;B_340;1.38E+001;-466391217;-235284104;3266;874;
CAI  0108;B_339;1.38E+001;-466391361;-235283831;3266;875;
CAI  0108;B_338;1.38E+001;-466391634;-235283275;3266;876;
CAI  0108;B_337;1.38E+001;-466396223;-235288927;3266;877;
CAI  0108;B_336;1.38E+001;-466393662;-235287690;3266;878;
CAI  0108;B_335;1.38E+001;-466392382;-235287162;3266;879;
CAI  0108;B_334;1.38E+001;-466392542;-235281200;3266;880;
CAI  0108;B_333;1.38E+001;-466392030;-235282469;3266;881;
CAI  0108;B_332;1.38E+001;-466392701;-235281379;3266;882;
CAI  0108;B_331;1.38E+001;-466393179;-235280379;3266;883;
CAI  0108;B_330;1.38E+001;-466394234;-235278563;3266;884;
CAI  0108;B_329;1.38E+001;-466395369;-235288504;3266;885;
CAI  0108;B_328;1.38E+001;-466395436;-235288574;3266;886;
CAI  0108;B_327;1.38E+001;-466395662;-235275565;3266;887;
CAI  0108;B_326;1.38E+001;-466395662;-235275584;3266;888;
CAI  0108;B_325;1.38E+001;-466394268;-235278506;3266;889;
CAI  0108;B_324;1.38E+001;-466394713;-235277745;3266;890;
CAI  0108;B_323;1.38E+001;-466395288;-235276656;3266;891;
CAI  0108;B_322;1.38E+001;-466395734;-235275974;3266;892;
CAI  0108;B_321;1.38E+001;-466396317;-235274992;3266;893;
CAI  0108;B_320;1.38E+001;-466396399;-235274854;3266;894;
CAI  0108;B_319;1.38E+001;-466396588;-235274537;3266;895;
CAI  0108;B_318;1.38E+001;-466396598;-235274520;3266;896;
CAI  0108;B_317;1.38E+001;-466398134;-235289767;3266;897;
CAI  0108;B_316;1.38E+001;-466398347;-235289917;3266;898;
CAI  0108;B_315;1.38E+001;-466398959;-235290218;3266;899;
CAI  0108;B_314;1.38E+001;-466399666;-235290567;3266;900;
CAI  0108;B_313;1.38E+001;-466398376;-235288814;3266;901;
CAI  0108;B_312;1.38E+001;-466397818;-235289663;3266;902;
CAI  0108;B_311;1.38E+001;-466398459;-235289727;3266;903;
CAI  0108;B_310;1.38E+001;-466398450;-235289746;3266;904;
CAI  0108;B_309;1.38E+001;-466398357;-235289921;3266;905;
CAI  0108;B_308;1.38E+001;-466399959;-235290712;3266;906;
CAI  0108;B_307;1.38E+001;-466401126;-235291275;3266;907;
CAI  0108;B_306;1.38E+001;-466400744;-235291116;3266;908;
CAI  0108;B_305;1.38E+001;-466402662;-235291821;3266;909;
CAI  0108;B_304;1.38E+001;-466401642;-235291489;3266;910;
CAI  0108;B_303;1.38E+001;-466402822;-235291927;3266;911;
CAI  0108;B_302;1.38E+001;-466403808;-235292459;3266;912;
CAI  0108;B_301;1.38E+001;-466406566;-235293694;3266;913;
CAI  0108;B_300;1.38E+001;-466407650;-235294225;3266;914;
CAI  0108;B_299;1.38E+001;-466409208;-235295011;3266;915;
CAI  0108;B_298;1.38E+001;-466410309;-235295539;3266;916;
CAI  0108;B_297;1.38E+001;-466409226;-235295021;3266;917;
CAI  0108;B_296;1.38E+001;-466412580;-235293590;3266;918;
CAI  0108;B_295;1.38E+001;-466412588;-235293571;3266;919;
CAI  0108;B_294;1.38E+001;-466412869;-235292804;3266;920;
CAI  0108;B_293;1.38E+001;-466413365;-235291648;3266;921;
CAI  0108;B_292;1.38E+001;-466413372;-235291629;3266;922;
CAI  0107;Bmi_3335;1.38E+001;-466251146;-235231156;3272;923;
CAI  0107;Bmi_3330;1.38E+001;-466251151;-235231156;3272;924;
CAI  0107;Bmi_3329;1.38E+001;-466232555;-235202362;3272;925;
CAI  0107;B_3291;1.38E+001;-466255947;-235232362;3272;926;
CAI  0107;B_3290;1.38E+001;-466229758;-235245556;3272;927;
CAI  0107;B_3289;1.38E+001;-466229773;-235246835;3272;928;
CAI  0107;B_3288;1.38E+001;-466229859;-235246906;3272;929;
CAI  0107;B_3287;1.38E+001;-466232021;-235253869;3272;930;
CAI  0107;B_3286;1.38E+001;-466231907;-235246975;3272;931;
CAI  0107;B_3285;1.38E+001;-466251246;-235254098;3272;932;
CAI  0107;B_3284;1.38E+001;-466241055;-235254387;3272;933;
CAI  0107;B_3283;1.38E+001;-466232017;-235255163;3272;934;
CAI  0107;B_3282;1.38E+001;-466254419;-235247120;3272;935;
CAI  0107;B_3281;1.38E+001;-466254815;-235254229;3272;936;
CAI  0107;B_3280;1.38E+001;-466255780;-235232254;3272;937;
CAI  0107;B_3279;1.38E+001;-466256234;-235244466;3272;938;
CAI  0107;B_3278;1.38E+001;-466259683;-235231129;3272;939;
CAI  0107;B_3277;1.38E+001;-466259782;-235231268;3272;940;
CAI  0107;B_3276;1.38E+001;-466264566;-235206892;3272;941;
CAI  0107;B_3275;1.38E+001;-466267061;-235204300;3272;942;
CAI  0107;B_3274;1.38E+001;-466252376;-235251645;3272;943;
CAI  0107;B_3273;1.38E+001;-466252366;-235251508;3272;944;
CAI  0107;B_3272;1.38E+001;-466252268;-235250162;3272;945;
CAI  0107;B_3271;1.38E+001;-466252126;-235246642;3272;946;
CAI  0107;B_3270;1.38E+001;-466251937;-235243838;3272;947;
CAI  0107;B_3269;1.38E+001;-466251937;-235243834;3272;948;
CAI  0107;B_3268;1.38E+001;-466251659;-235240506;3272;949;
CAI  0107;B_3267;1.38E+001;-466251501;-235235631;3272;950;
CAI  0107;B_3266;1.38E+001;-466251162;-235231156;3272;951;
CAI  0107;B_3265;1.38E+001;-466251368;-235232723;3272;952;
CAI  0107;B_3264;1.38E+001;-466247968;-235225173;3272;953;
CAI  0107;B_3263;1.38E+001;-466247951;-235225262;3272;954;
CAI  0107;B_3262;1.38E+001;-466249507;-235225260;3272;955;
CAI  0107;B_3261;1.38E+001;-466232555;-235202362;3272;956;
CAI  0107;B_3260;1.38E+001;-466234588;-235203115;3272;957;
CAI  0107;B_3259;1.38E+001;-466234609;-235203131;3272;958;
CAI  0107;B_3258;1.38E+001;-466236333;-235204685;3272;959;
CAI  0107;B_3257;1.38E+001;-466236390;-235204737;3272;960;
CAI  0107;B_3256;1.38E+001;-466238134;-235206223;3272;961;
CAI  0107;B_3255;1.38E+001;-466238209;-235206287;3272;962;
CAI  0107;B_3254;1.38E+001;-466240309;-235208006;3272;963;
CAI  0107;B_3253;1.38E+001;-466240387;-235208070;3272;964;
CAI  0107;B_3252;1.38E+001;-466242493;-235209969;3272;965;
CAI  0107;B_3251;1.38E+001;-466242565;-235210034;3272;966;
CAI  0107;B_3250;1.38E+001;-466231015;-235225288;3272;967;
CAI  0107;B_3249;1.38E+001;-466231896;-235225279;3272;968;
CAI  0107;B_3248;1.38E+001;-466248050;-235224709;3272;969;
CAI  0107;B_3247;1.38E+001;-466244787;-235224837;3272;970;
CAI  0107;B_3246;1.38E+001;-466241654;-235224960;3272;971;
CAI  0107;B_3245;1.38E+001;-466238718;-235225081;3272;972;
CAI  0107;B_3244;1.38E+001;-466235880;-235225291;3272;973;
CAI  0107;B_3243;1.38E+001;-466232944;-235225412;3272;974;
CAI  0107;B_3242;1.38E+001;-466231965;-235225422;3272;975;
CAI  0107;B_3241;1.38E+001;-466231083;-235225431;3272;976;
CAI  0107;B_3240;1.38E+001;-466247709;-235213104;3272;977;
CAI  0107;B_3239;1.38E+001;-466250547;-235220840;3272;978;
CAI  0107;B_3238;1.38E+001;-466250191;-235224537;3272;979;
CAI  0107;B_3237;1.38E+001;-466250636;-235220921;3272;980;
CAI  0107;B_3236;1.38E+001;-466244051;-235211373;3272;981;
CAI  0107;B_3235;1.38E+001;-466245826;-235212031;3272;982;
CAI  0107;B_3234;1.38E+001;-466247799;-235213184;3272;983;
CAI  0107;B_3233;1.38E+001;-466249382;-235214522;3272;984;
CAI  0107;B_3232;1.38E+001;-466250380;-235216047;3272;985;
CAI  0107;B_3231;1.38E+001;-466250797;-235218029;3272;986;
CAI  0107;B_3230;1.38E+001;-466250813;-235226527;3272;987;
CAI  0107;B_3229;1.38E+001;-466251138;-235231025;3272;988;
CAI  0107;B_3228;1.38E+001;-466251134;-235229675;3272;989;
CAI  0107;B_3227;1.38E+001;-466250901;-235226606;3272;990;
CAI  0107;B_3226;1.38E+001;-466250763;-235223356;3272;991;
CAI  0107;B_3225;1.38E+001;-466251369;-235232743;3272;992;
CAI  0107;B_3224;1.38E+001;-466251547;-235238439;3272;993;
CAI  0107;B_3223;1.38E+001;-466251636;-235238519;3272;994;
CAI  0107;B_3222;1.38E+001;-466252059;-235247563;3272;995;
CAI  0107;B_3221;1.38E+001;-466252238;-235247724;3272;996;
CAI  0107;B_3220;1.38E+001;-466255588;-235232702;3272;997;
CAI  0107;B_3219;1.38E+001;-466255362;-235233819;3272;998;
CAI  0107;B_3218;1.38E+001;-466255501;-235233521;3272;999;
CAI  0107;B_3217;1.38E+001;-466255480;-235233679;3272;1000;
CAI  0107;B_3216;1.38E+001;-466255478;-235233694;3272;1001;
CAI  0107;B_3215;1.38E+001;-466255459;-235233831;3272;1002;
CAI  0107;B_3214;1.38E+001;-466255600;-235233659;3272;1003;
CAI  0107;B_3213;1.38E+001;-466255584;-235233640;3272;1004;
CAI  0107;B_3212;1.38E+001;-466255578;-235233698;3272;1005;
CAI  0107;B_3211;1.38E+001;-466255563;-235233835;3272;1006;
CAI  0107;B_3210;1.38E+001;-466251392;-235234639;3272;1007;
CAI  0107;B_3209;1.38E+001;-466255801;-235234864;3272;1008;
CAI  0107;B_3208;1.38E+001;-466255904;-235242367;3272;1009;
CAI  0107;B_3207;1.38E+001;-466256221;-235245064;3272;1010;
CAI  0107;B_3206;1.38E+001;-466255728;-235236850;3272;1011;
CAI  0107;B_3205;1.38E+001;-466255959;-235239738;3272;1012;
CAI  0107;B_3204;1.38E+001;-466255993;-235242447;3272;1013;
CAI  0107;B_3203;1.38E+001;-466256129;-235244348;3272;1014;
CAI  0107;B_3202;1.38E+001;-466256218;-235244347;3272;1015;
CAI  0107;B_3201;1.38E+001;-466256240;-235244346;3272;1016;
CAI  0107;B_3200;1.38E+001;-466259883;-235231218;3272;1017;
CAI  0107;B_3199;1.38E+001;-466259880;-235231238;3272;1018;
CAI  0107;B_3198;1.38E+001;-466271108;-235229195;3272;1019;
CAI  0107;B_3197;1.38E+001;-466270228;-235229295;3272;1020;
CAI  0107;B_3196;1.38E+001;-466267395;-235229866;3272;1021;
CAI  0107;B_3195;1.38E+001;-466265928;-235230062;3272;1022;
CAI  0107;B_3194;1.38E+001;-466263876;-235230445;3272;1023;
CAI  0107;B_3193;1.38E+001;-466259847;-235231073;3272;1024;
CAI  0107;B_3192;1.38E+001;-466259830;-235231059;3272;1025;
CAI  0107;B_3191;1.38E+001;-466258041;-235231635;3272;1026;
CAI  0107;B_3190;1.38E+001;-466258893;-235231400;3272;1027;
CAI  0107;B_3189;1.38E+001;-466259783;-235231154;3272;1028;
CAI  0107;B_3188;1.38E+001;-466259879;-235231127;3272;1029;
CAI  0107;B_3187;1.38E+001;-466264130;-235208775;3272;1030;
CAI  0107;B_3186;1.38E+001;-466264133;-235208649;3272;1031;
CAI  0107;B_3185;1.38E+001;-466268976;-235229416;3272;1032;
CAI  0107;B_3184;1.38E+001;-466269154;-235229577;3272;1033;
CAI  0107;B_3183;1.38E+001;-466270461;-235201937;3272;1034;
CAI  0107;B_3182;1.38E+001;-466269709;-235201998;3272;1035;
CAI  0107;B_3181;1.38E+001;-466269726;-235201985;3272;1036;
CAI  0107;B_3180;1.38E+001;-466271095;-235201162;3272;1037;
CAI  0106;B_3179;1.38E+001;-466273300;-235232243;3265;1038;
CAI  0107;B_3178;1.38E+001;-466272780;-235229810;3272;1039;
CAI  0107;B_3177;1.38E+001;-466273957;-235228152;3272;1040;
CAI  0107;B_3176;1.38E+001;-466273934;-235228172;3272;1041;
CAI  0107;B_3175;1.38E+001;-466272892;-235229156;3272;1042;
CAI  0107;B_3174;1.38E+001;-466276796;-235225521;3272;1043;
CAI  0107;B_3173;1.38E+001;-466276688;-235225425;3272;1044;
CAI  0107;B_3172;1.38E+001;-466270190;-235201636;3272;1045;
CAI  0107;B_3171;1.38E+001;-466271083;-235201052;3272;1046;
CAI  0107;B_3170;1.38E+001;-466274897;-235201279;3272;1047;
CAI  0107;B_3169;1.38E+001;-466281894;-235222854;3272;1048;
CAI  0107;B_3168;1.38E+001;-466280249;-235223118;3272;1049;
CAI  0107;B_3167;1.38E+001;-466278268;-235224019;3272;1050;
CAI  0107;B_3166;1.38E+001;-466278145;-235201127;3272;1051;
CAI  0107;B_3165;1.38E+001;-466278805;-235200506;3272;1052;
CAI  0107;B_3164;1.38E+001;-466278894;-235200587;3272;1053;
CAI  0107;B_3163;1.38E+001;-466276666;-235200973;3272;1054;
CAI  0107;B_3162;1.38E+001;-466278396;-235200673;3272;1055;
CAI  0107;B_3161;1.38E+001;-466278983;-235200667;3272;1056;
CAI  0107;B_3160;1.38E+001;-466281038;-235200554;3272;1057;
CAI  0107;B_3159;1.38E+001;-466292549;-235220752;3272;1058;
CAI  0107;B_3158;1.38E+001;-466290498;-235221225;3272;1059;
CAI  0107;B_3157;1.38E+001;-466286980;-235221895;3272;1060;
CAI  0107;B_3156;1.38E+001;-466283757;-235222561;3272;1061;
CAI  0107;B_3155;1.38E+001;-466288553;-235221527;3272;1062;
CAI  0107;B_3154;1.38E+001;-466288642;-235221606;3272;1063;
CAI  0107;B_3153;1.38E+001;-466281687;-235200462;3272;1064;
CAI  0107;B_3152;1.38E+001;-466284071;-235200252;3272;1065;
CAI  0107;B_3151;1.38E+001;-466287104;-235200041;3272;1066;
CAI  0107;B_3150;1.38E+001;-466288476;-235200116;3272;1067;
CAI  0107;B_3149;1.38E+001;-466290879;-235203622;3272;1068;
CAI  0107;B_3148;1.38E+001;-466291192;-235205154;3272;1069;
CAI  0107;B_3147;1.38E+001;-466289554;-235200195;3272;1070;
CAI  0107;B_3146;1.38E+001;-466290648;-235201539;3272;1071;
CAI  0107;B_3145;1.38E+001;-466290968;-235203702;3272;1072;
CAI  0107;B_3144;1.38E+001;-466291280;-235205234;3272;1073;
CAI  0107;B_3143;1.38E+001;-466291394;-235206497;3272;1074;
CAI  0107;B_3142;1.38E+001;-466291651;-235208454;3272;1075;
CAI  0107;B_3141;1.38E+001;-466291653;-235208474;3272;1076;
CAI  0106;B_3140;1.38E+001;-466293740;-235207935;3265;1077;
CAI  0107;B_3139;1.38E+001;-466293726;-235207950;3272;1078;
CAI  0107;B_3138;1.38E+001;-466291909;-235210438;3272;1079;
CAI  0107;B_3137;1.38E+001;-466292043;-235211456;3272;1080;
CAI  0107;B_3136;1.38E+001;-466292079;-235211687;3272;1081;
CAI  0107;B_3135;1.38E+001;-466292251;-235212790;3272;1082;
CAI  0107;B_3134;1.38E+001;-466292387;-235214714;3272;1083;
CAI  0107;B_3133;1.38E+001;-466292255;-235212810;3272;1084;
CAI  0107;B_3132;1.38E+001;-466292358;-235213170;3272;1085;
CAI  0107;B_3131;1.38E+001;-466292476;-235214794;3272;1086;
CAI  0107;B_3130;1.38E+001;-466292701;-235217140;3272;1087;
CAI  0107;B_3129;1.38E+001;-466292913;-235218492;3272;1088;
CAI  0107;B_3128;1.38E+001;-466292926;-235219666;3272;1089;
CAI  0107;B_3127;1.38E+001;-466293405;-235222572;3272;1090;
CAI  0106;B_3125;1.38E+001;-466296437;-235219997;3265;1091;
CAI  0107;B_3124;1.38E+001;-466294604;-235220642;3272;1092;
CAI  0107;B_3123;1.38E+001;-466293241;-235221288;3272;1093;
CAI  0106;Bmi_3297;1.38E+001;-466397626;-235251352;3265;1094;
CAI  0106;Bmi_3293;1.38E+001;-466416325;-235217679;3265;1095;
CAI  0106;Bmi_3288;1.38E+001;-466416328;-235217679;3265;1096;
CAI  0106;Bmi_3286;1.38E+001;-466501091;-235227512;3265;1097;
CAI  0106;Bmi_3277;1.38E+001;-466424753;-235240277;3265;1098;
CAI  0106;Bmi_3275;1.38E+001;-466424771;-235240458;3265;1099;
CAI  0106;B_1245;1.38E+001;-466229812;-235245559;3265;1100;
CAI  0106;B_1244;1.38E+001;-466229826;-235246895;3265;1101;
CAI  0106;B_1243;1.38E+001;-466232091;-235253947;3265;1102;
CAI  0106;B_1242;1.38E+001;-466231880;-235246969;3265;1103;
CAI  0106;B_1241;1.38E+001;-466251243;-235254083;3265;1104;
CAI  0106;B_1240;1.38E+001;-466241070;-235254359;3265;1105;
CAI  0106;B_1239;1.38E+001;-466232241;-235255336;3265;1106;
CAI  0106;B_1238;1.38E+001;-466254395;-235247077;3265;1107;
CAI  0106;B_1237;1.38E+001;-466254808;-235254221;3265;1108;
CAI  0106;B_1236;1.38E+001;-466258907;-235245769;3265;1109;
CAI  0106;B_1235;1.38E+001;-466268655;-235243949;3265;1110;
CAI  0106;B_1234;1.38E+001;-466270408;-235243922;3265;1111;
CAI  0106;B_1233;1.38E+001;-466268744;-235244029;3265;1112;
CAI  0106;B_1232;1.38E+001;-466270318;-235243842;3265;1113;
CAI  0106;B_1231;1.38E+001;-466272271;-235243200;3265;1114;
CAI  0106;B_1230;1.38E+001;-466272836;-235243194;3265;1115;
CAI  0106;B_1229;1.38E+001;-466305524;-235215931;3265;1116;
CAI  0106;B_1228;1.38E+001;-466305630;-235216562;3265;1117;
CAI  0106;B_1227;1.38E+001;-466305613;-235216011;3265;1118;
CAI  0106;B_1226;1.38E+001;-466305719;-235216642;3265;1119;
CAI  0106;B_1225;1.38E+001;-466306126;-235217902;3265;1120;
CAI  0106;B_1224;1.38E+001;-466306037;-235217822;3265;1121;
CAI  0106;B_1223;1.38E+001;-466364942;-235202560;3265;1122;
CAI  0106;B_1222;1.38E+001;-466364884;-235202650;3265;1123;
CAI  0106;B_1221;1.38E+001;-466370380;-235209762;3265;1124;
CAI  0106;B_1220;1.38E+001;-466370254;-235209446;3265;1125;
CAI  0106;B_1219;1.38E+001;-466369946;-235208962;3265;1126;
CAI  0106;B_1218;1.38E+001;-466370618;-235210109;3265;1127;
CAI  0106;B_1217;1.38E+001;-466370534;-235209638;3265;1128;
CAI  0106;B_1216;1.38E+001;-466370353;-235209311;3265;1129;
CAI  0106;B_1215;1.38E+001;-466370129;-235208960;3265;1130;
CAI  0106;B_1214;1.38E+001;-466424753;-235240277;3265;1131;
CAI  0106;B_1213;1.38E+001;-466424771;-235240458;3265;1132;
CAI  0106;B_1212;1.38E+001;-466425101;-235240581;3265;1133;
CAI  0106;B_1211;1.38E+001;-466330154;-235195273;3265;1134;
CAI  0106;B_1210;1.38E+001;-466330243;-235195352;3265;1135;
CAI  0106;B_1209;1.38E+001;-466273192;-235237256;3265;1136;
CAI  0106;B_1208;1.38E+001;-466416321;-235217679;3265;1137;
CAI  0106;B_1207;1.38E+001;-466416145;-235217911;3265;1138;
CAI  0106;B_1206;1.38E+001;-466362718;-235197577;3265;1139;
CAI  0106;B_1205;1.38E+001;-466444768;-235231481;3265;1140;
CAI  0106;B_1204;1.38E+001;-466443376;-235230889;3265;1141;
CAI  0106;B_1203;1.38E+001;-466442009;-235230312;3265;1142;
CAI  0106;B_1202;1.38E+001;-466363068;-235200712;3265;1143;
CAI  0106;B_1201;1.38E+001;-466363047;-235200706;3265;1144;
CAI  0106;B_1200;1.38E+001;-466363191;-235201298;3265;1145;
CAI  0106;B_1199;1.38E+001;-466363169;-235201300;3265;1146;
CAI  0106;B_1198;1.38E+001;-466370303;-235209946;3265;1147;
CAI  0106;B_1197;1.38E+001;-466370294;-235209964;3265;1148;
CAI  0106;B_1196;1.38E+001;-466370488;-235210325;3265;1149;
CAI  0106;B_1195;1.38E+001;-466370473;-235210341;3265;1150;
CAI  0106;B_1194;1.38E+001;-466426713;-235247352;3265;1151;
CAI  0106;B_1193;1.38E+001;-466477067;-235216508;3265;1152;
CAI  0106;B_1192;1.38E+001;-466416747;-235238050;3265;1153;
CAI  0106;B_1191;1.38E+001;-466416751;-235238039;3265;1154;
CAI  0106;B_1190;1.38E+001;-466264244;-235244875;3265;1155;
CAI  0106;B_1189;1.38E+001;-466257994;-235245858;3265;1156;
CAI  0106;B_1188;1.38E+001;-466258015;-235245854;3265;1157;
CAI  0106;B_1187;1.38E+001;-466258978;-235245665;3265;1158;
CAI  0106;B_1186;1.38E+001;-466258994;-235245725;3265;1159;
CAI  0106;B_1185;1.38E+001;-466258999;-235245744;3265;1160;
CAI  0106;B_1184;1.38E+001;-466259663;-235245398;3265;1161;
CAI  0106;B_1183;1.38E+001;-466259751;-235245477;3265;1162;
CAI  0106;B_1182;1.38E+001;-466263166;-235235609;3265;1163;
CAI  0106;B_1181;1.38E+001;-466261691;-235235886;3265;1164;
CAI  0106;B_1180;1.38E+001;-466263255;-235235689;3265;1165;
CAI  0106;B_1179;1.38E+001;-466268294;-235244137;3265;1166;
CAI  0106;B_1178;1.38E+001;-466268276;-235244125;3265;1167;
CAI  0106;B_1177;1.38E+001;-466268573;-235243938;3265;1168;
CAI  0106;B_1176;1.38E+001;-466268551;-235243941;3265;1169;
CAI  0106;B_1175;1.38E+001;-466268116;-235244010;3265;1170;
CAI  0106;B_1174;1.38E+001;-466268833;-235234556;3265;1171;
CAI  0106;B_1173;1.38E+001;-466265209;-235235306;3265;1172;
CAI  0106;B_1172;1.38E+001;-466267359;-235234924;3265;1173;
CAI  0106;B_1171;1.38E+001;-466268922;-235234636;3265;1174;
CAI  0106;B_1170;1.38E+001;-466271149;-235234254;3265;1175;
CAI  0106;B_1169;1.38E+001;-466271170;-235234252;3265;1176;
CAI  0106;B_1168;1.38E+001;-466271172;-235234252;3265;1177;
CAI  0106;B_1167;1.38E+001;-466272333;-235233246;3265;1178;
CAI  0106;B_1166;1.38E+001;-466271951;-235234063;3265;1179;
CAI  0106;B_1165;1.38E+001;-466272440;-235233967;3265;1180;
CAI  0106;B_1164;1.38E+001;-466272983;-235243114;3265;1181;
CAI  0106;B_1163;1.38E+001;-466272976;-235243133;3265;1182;
CAI  0106;B_1162;1.38E+001;-466272454;-235243088;3265;1183;
CAI  0106;B_1161;1.38E+001;-466272475;-235243085;3265;1184;
CAI  0106;B_1160;1.38E+001;-466274308;-235242527;3265;1185;
CAI  0106;B_1159;1.38E+001;-466273019;-235243012;3265;1186;
CAI  0106;B_1158;1.38E+001;-466273095;-235238800;3265;1187;
CAI  0106;B_1157;1.38E+001;-466273493;-235238719;3265;1188;
CAI  0106;B_1156;1.38E+001;-466273300;-235232243;3265;1189;
CAI  0106;B_1155;1.38E+001;-466273304;-235232262;3265;1190;
CAI  0106;B_1154;1.38E+001;-466273508;-235233315;3265;1191;
CAI  0106;B_1153;1.38E+001;-466273509;-235233324;3265;1192;
CAI  0106;B_1152;1.38E+001;-466274134;-235233670;3265;1193;
CAI  0106;B_1151;1.38E+001;-466286704;-235231199;3265;1194;
CAI  0106;B_1150;1.38E+001;-466285238;-235231486;3265;1195;
CAI  0106;B_1149;1.38E+001;-466284358;-235231585;3265;1196;
CAI  0106;B_1148;1.38E+001;-466282698;-235231964;3265;1197;
CAI  0106;B_1147;1.38E+001;-466280941;-235232434;3265;1198;
CAI  0106;B_1146;1.38E+001;-466277228;-235233104;3265;1199;
CAI  0106;B_1145;1.38E+001;-466274199;-235233677;3265;1200;
CAI  0106;B_1144;1.38E+001;-466272745;-235235464;3265;1201;
CAI  0106;B_1143;1.38E+001;-466272751;-235235499;3265;1202;
CAI  0106;B_1142;1.38E+001;-466273163;-235237120;3265;1203;
CAI  0106;B_1141;1.38E+001;-466273920;-235242892;3265;1204;
CAI  0106;B_1140;1.38E+001;-466276061;-235242491;3265;1205;
CAI  0106;B_1139;1.38E+001;-466276083;-235242487;3265;1206;
CAI  0106;B_1138;1.38E+001;-466277155;-235232921;3265;1207;
CAI  0106;B_1137;1.38E+001;-466277123;-235233125;3265;1208;
CAI  0106;B_1136;1.38E+001;-466278701;-235232737;3265;1209;
CAI  0106;B_1135;1.38E+001;-466278791;-235232817;3265;1210;
CAI  0106;B_1134;1.38E+001;-466288365;-235230911;3265;1211;
CAI  0106;B_1133;1.38E+001;-466291626;-235230191;3265;1212;
CAI  0106;B_1132;1.38E+001;-466291688;-235230335;3265;1213;
CAI  0106;B_1131;1.38E+001;-466292763;-235230143;3265;1214;
CAI  0106;B_1130;1.38E+001;-466293249;-235223521;3265;1215;
CAI  0106;B_1129;1.38E+001;-466294320;-235229404;3265;1216;
CAI  0106;B_1128;1.38E+001;-466293934;-235229950;3265;1217;
CAI  0106;B_1127;1.38E+001;-466293587;-235225446;3265;1218;
CAI  0106;B_1126;1.38E+001;-466294320;-235229342;3265;1219;
CAI  0106;B_1125;1.38E+001;-466294320;-235229361;3265;1220;
CAI  0106;B_1124;1.38E+001;-466293730;-235222825;3265;1221;
CAI  0106;B_1123;1.38E+001;-466293821;-235223467;3265;1222;
CAI  0106;B_1122;1.38E+001;-466294079;-235225477;3265;1223;
CAI  0106;B_1121;1.38E+001;-466294293;-235226877;3265;1224;
CAI  0106;B_1120;1.38E+001;-466295059;-235225071;3265;1225;
CAI  0106;B_1119;1.38E+001;-466295484;-235227685;3265;1226;
CAI  0106;B_1118;1.38E+001;-466294829;-235222987;3265;1227;
CAI  0106;B_1117;1.38E+001;-466295150;-235225150;3265;1228;
CAI  0106;B_1116;1.38E+001;-466295363;-235226684;3265;1229;
