rede;barra;vnom_kv;utm_x;utm_y;rede_id;barra_id;
CAI  0106;B_443;1.38E+001;-466487134;-235205346;3265;1902;
CAI  0106;B_442;1.38E+001;-466486888;-235205360;3265;1903;
CAI  0106;B_441;1.38E+001;-466488001;-235207888;3265;1904;
CAI  0106;B_440;1.38E+001;-466495267;-235211800;3265;1905;
CAI  0106;B_439;1.38E+001;-466493869;-235211154;3265;1906;
CAI  0106;B_438;1.38E+001;-466493257;-235210894;3265;1907;
CAI  0106;B_437;1.38E+001;-466490784;-235209731;3265;1908;
CAI  0106;B_436;1.38E+001;-466487767;-235208413;3265;1909;
CAI  0106;B_435;1.38E+001;-466487845;-235221504;3265;1910;
CAI  0106;B_434;1.38E+001;-466487934;-235221586;3265;1911;
CAI  0106;B_433;1.38E+001;-466490788;-235226850;3265;1912;
CAI  0106;B_432;1.38E+001;-466490800;-235226831;3265;1913;
CAI  0106;B_431;1.38E+001;-466490900;-235226663;3265;1914;
CAI  0106;B_386;1.38E+001;-466509408;-235201625;3265;1959;
CAI  0106;B_385;1.38E+001;-466507672;-235200715;3265;1960;
CAI  0106;B_384;1.38E+001;-466507850;-235200875;3265;1961;
CAI  0106;B_383;1.38E+001;-466510518;-235202029;3265;1962;
CAI  0106;B_382;1.38E+001;-466511428;-235203127;3265;1963;
CAI  0106;B_381;1.38E+001;-466510590;-235202149;3265;1964;
CAI  0106;B_380;1.38E+001;-466511394;-235203098;3265;1965;
CAI  0106;B_379;1.38E+001;-466511716;-235202668;3265;1966;
CAI  0106;B_378;1.38E+001;-466513059;-235203349;3265;1967;
CAI  0106;B_377;1.38E+001;-466514636;-235204054;3265;1968;
CAI  0106;B_376;1.38E+001;-466515573;-235204506;3265;1969;
CAI  0105;Bmi_3263;1.38E+001;-466370861;-235218292;3271;1970;
CAI  0105;Bmi_3258;1.38E+001;-466370866;-235218292;3271;1971;
CAI  0105;B_3429;1.38E+001;-466229870;-235245556;3271;1972;
CAI  0105;B_3428;1.38E+001;-466229887;-235246888;3271;1973;
CAI  0105;B_3427;1.38E+001;-466232313;-235253984;3271;1974;
CAI  0105;B_3426;1.38E+001;-466231929;-235246966;3271;1975;
CAI  0105;B_3425;1.38E+001;-466251212;-235254088;3271;1976;
CAI  0105;B_3424;1.38E+001;-466241087;-235254368;3271;1977;
CAI  0105;B_3423;1.38E+001;-466232374;-235254506;3271;1978;
CAI  0105;B_3422;1.38E+001;-466254428;-235247104;3271;1979;
CAI  0105;B_3421;1.38E+001;-466254794;-235254225;3271;1980;
CAI  0105;B_3420;1.38E+001;-466259238;-235246491;3271;1981;
CAI  0105;B_3419;1.38E+001;-466270524;-235244652;3271;1982;
CAI  0105;B_3418;1.38E+001;-466273584;-235244068;3271;1983;
CAI  0105;B_3417;1.38E+001;-466270613;-235244733;3271;1984;
CAI  0105;B_3416;1.38E+001;-466273559;-235243971;3271;1985;
CAI  0105;B_3415;1.38E+001;-466274975;-235243786;3271;1986;
CAI  0105;B_3414;1.38E+001;-466274823;-235243795;3271;1987;
CAI  0105;B_3413;1.38E+001;-466274912;-235243875;3271;1988;
CAI  0105;B_3412;1.38E+001;-466376271;-235222929;3271;1989;
CAI  0105;B_3411;1.38E+001;-466374093;-235221874;3271;1990;
CAI  0105;B_3410;1.38E+001;-466372208;-235220931;3271;1991;
CAI  0105;B_3409;1.38E+001;-466372199;-235220927;3271;1992;
CAI  0105;B_3408;1.38E+001;-466376611;-235244293;3271;1993;
CAI  0105;B_3407;1.38E+001;-466376576;-235244352;3271;1994;
CAI  0105;B_3406;1.38E+001;-466376508;-235244473;3271;1995;
CAI  0105;B_3405;1.38E+001;-466377026;-235246539;3271;1996;
CAI  0105;B_3404;1.38E+001;-466259372;-235246494;3271;1997;
CAI  0105;B_3403;1.38E+001;-466259369;-235246474;3271;1998;
CAI  0105;B_3402;1.38E+001;-466258005;-235246850;3271;1999;
CAI  0105;B_3401;1.38E+001;-466259380;-235246572;3271;2000;
CAI  0105;B_3400;1.38E+001;-466269442;-235245016;3271;2001;
CAI  0106;B_958;1.38E+001;-466362408;-235200235;3265;1387;
CAI  0106;B_957;1.38E+001;-466362901;-235200660;3265;1388;
CAI  0106;B_956;1.38E+001;-466357838;-235206075;3265;1389;
CAI  0106;B_955;1.38E+001;-466358996;-235205156;3265;1390;
CAI  0106;B_954;1.38E+001;-466361146;-235203422;3265;1391;
CAI  0106;B_953;1.38E+001;-466362924;-235201774;3265;1392;
CAI  0106;B_952;1.38E+001;-466363017;-235201321;3265;1393;
CAI  0106;B_951;1.38E+001;-466364863;-235215712;3265;1394;
CAI  0106;B_950;1.38E+001;-466366336;-235215563;3265;1395;
CAI  0106;B_949;1.38E+001;-466366426;-235215644;3265;1396;
CAI  0106;B_948;1.38E+001;-466368574;-235215170;3265;1397;
CAI  0106;B_947;1.38E+001;-466370144;-235215424;3265;1398;
CAI  0106;B_946;1.38E+001;-466370359;-235210359;3265;1399;
CAI  0106;B_945;1.38E+001;-466370276;-235210227;3265;1400;
CAI  0106;B_944;1.38E+001;-466370218;-235210134;3265;1401;
CAI  0106;B_943;1.38E+001;-466370576;-235210724;3265;1402;
CAI  0106;B_942;1.38E+001;-466370398;-235210421;3265;1403;
CAI  0106;B_941;1.38E+001;-466369644;-235214525;3265;1404;
CAI  0106;B_940;1.38E+001;-466370703;-235213070;3265;1405;
CAI  0106;B_939;1.38E+001;-466370794;-235211724;3265;1406;
CAI  0106;B_938;1.38E+001;-466370883;-235211804;3265;1407;
CAI  0106;B_937;1.38E+001;-466372546;-235215691;3265;1408;
CAI  0106;B_936;1.38E+001;-466372524;-235215692;3265;1409;
CAI  0106;B_935;1.38E+001;-466373590;-235216923;3265;1410;
CAI  0106;B_934;1.38E+001;-466373612;-235216923;3265;1411;
CAI  0106;B_933;1.38E+001;-466375353;-235216904;3265;1412;
CAI  0106;B_932;1.38E+001;-466375434;-235215549;3265;1413;
CAI  0106;B_931;1.38E+001;-466376409;-235223012;3265;1414;
CAI  0106;B_930;1.38E+001;-466387011;-235217233;3265;1415;
CAI  0106;B_929;1.38E+001;-466385638;-235217067;3265;1416;
CAI  0106;B_928;1.38E+001;-466383287;-235217000;3265;1417;
CAI  0106;B_927;1.38E+001;-466379663;-235216949;3265;1418;
CAI  0106;B_926;1.38E+001;-466377626;-235216881;3265;1419;
CAI  0106;B_925;1.38E+001;-466377605;-235216881;3265;1420;
CAI  0106;B_924;1.38E+001;-466376513;-235225425;3265;1421;
CAI  0106;B_923;1.38E+001;-466377715;-235225123;3265;1422;
CAI  0106;B_922;1.38E+001;-466382843;-235226183;3265;1423;
CAI  0106;B_921;1.38E+001;-466382805;-235226164;3265;1424;
CAI  0106;B_920;1.38E+001;-466380200;-235224873;3265;1425;
CAI  0106;B_919;1.38E+001;-466379040;-235224286;3265;1426;
CAI  0106;B_918;1.38E+001;-466381336;-235216850;3265;1427;
CAI  0106;B_917;1.38E+001;-466381425;-235216931;3265;1428;
CAI  0106;B_916;1.38E+001;-466382655;-235205887;3265;1429;
CAI  0106;B_915;1.38E+001;-466384733;-235204885;3265;1430;
CAI  0106;B_870;1.38E+001;-466395015;-235211886;3265;1475;
CAI  0106;B_869;1.38E+001;-466397534;-235199884;3265;1476;
CAI  0106;B_868;1.38E+001;-466396341;-235201373;3265;1477;
CAI  0106;B_867;1.38E+001;-466396329;-235201389;3265;1478;
CAI  0106;B_866;1.38E+001;-466397042;-235220649;3265;1479;
CAI  0106;B_865;1.38E+001;-466398770;-235249227;3265;1480;
CAI  0106;B_864;1.38E+001;-466398619;-235249492;3265;1481;
CAI  0106;B_863;1.38E+001;-466398280;-235250083;3265;1482;
CAI  0106;B_862;1.38E+001;-466397666;-235251292;3265;1483;
CAI  0106;B_861;1.38E+001;-466395953;-235235471;3265;1484;
CAI  0106;B_860;1.38E+001;-466397823;-235233506;3265;1485;
CAI  0106;B_859;1.38E+001;-466402684;-235235964;3265;1486;
CAI  0106;B_858;1.38E+001;-466400515;-235234869;3265;1487;
CAI  0106;B_857;1.38E+001;-466399661;-235234438;3265;1488;
CAI  0106;B_856;1.38E+001;-466397851;-235233477;3265;1489;
CAI  0106;B_855;1.38E+001;-466397912;-235233400;3265;1490;
CAI  0106;B_854;1.38E+001;-466398079;-235233191;3265;1491;
CAI  0106;B_853;1.38E+001;-466395976;-235214562;3265;1492;
CAI  0106;B_852;1.38E+001;-466398234;-235214202;3265;1493;
CAI  0106;B_851;1.38E+001;-466398441;-235214946;3265;1494;
CAI  0106;B_850;1.38E+001;-466398529;-235221275;3265;1495;
CAI  0106;B_849;1.38E+001;-466398629;-235221400;3265;1496;
CAI  0106;B_848;1.38E+001;-466399701;-235245531;3265;1497;
CAI  0106;B_847;1.38E+001;-466399734;-235231710;3265;1498;
CAI  0106;B_846;1.38E+001;-466399726;-235231727;3265;1499;
CAI  0106;B_845;1.38E+001;-466400072;-235246733;3265;1500;
CAI  0106;B_844;1.38E+001;-466399644;-235245463;3265;1501;
CAI  0106;B_843;1.38E+001;-466399722;-235245521;3265;1502;
CAI  0106;B_842;1.38E+001;-466399188;-235248499;3265;1503;
CAI  0106;B_841;1.38E+001;-466399199;-235248481;3265;1504;
CAI  0106;B_840;1.38E+001;-466400172;-235246819;3265;1505;
CAI  0106;B_839;1.38E+001;-466400296;-235198617;3265;1506;
CAI  0106;B_838;1.38E+001;-466400188;-235198848;3265;1507;
CAI  0106;B_837;1.38E+001;-466400508;-235213710;3265;1508;
CAI  0106;B_836;1.38E+001;-466400786;-235229559;3265;1509;
CAI  0106;B_835;1.38E+001;-466400875;-235229639;3265;1510;
CAI  0106;B_834;1.38E+001;-466401546;-235228458;3265;1511;
CAI  0106;B_833;1.38E+001;-466400405;-235246031;3265;1512;
CAI  0106;B_832;1.38E+001;-466403899;-235244506;3265;1513;
CAI  0106;B_831;1.38E+001;-466402323;-235243711;3265;1514;
CAI  0106;B_830;1.38E+001;-466401940;-235227027;3265;1515;
CAI  0106;B_829;1.38E+001;-466402118;-235227188;3265;1516;
CAI  0106;B_828;1.38E+001;-466405496;-235237223;3265;1517;
CAI  0106;B_827;1.38E+001;-466404291;-235236556;3265;1518;
CAI  0106;B_782;1.38E+001;-466405763;-235236812;3265;1563;
CAI  0106;B_781;1.38E+001;-466407392;-235233904;3265;1564;
CAI  0106;B_780;1.38E+001;-466410459;-235228545;3265;1565;
CAI  0106;B_779;1.38E+001;-466412900;-235227977;3265;1566;
CAI  0106;B_778;1.38E+001;-466411618;-235227268;3265;1567;
CAI  0106;B_777;1.38E+001;-466412379;-235240371;3265;1568;
CAI  0106;B_776;1.38E+001;-466412305;-235240500;3265;1569;
CAI  0106;B_775;1.38E+001;-466412712;-235224733;3265;1570;
CAI  0106;B_774;1.38E+001;-466411125;-235227002;3265;1571;
CAI  0106;B_773;1.38E+001;-466411415;-235226638;3265;1572;
CAI  0106;B_772;1.38E+001;-466412182;-235225366;3265;1573;
CAI  0106;B_771;1.38E+001;-466412387;-235217425;3265;1574;
CAI  0106;B_770;1.38E+001;-466412476;-235217506;3265;1575;
CAI  0106;B_769;1.38E+001;-466418612;-235230536;3265;1576;
CAI  0106;B_768;1.38E+001;-466414278;-235228504;3265;1577;
CAI  0106;B_767;1.38E+001;-466412955;-235227999;3265;1578;
CAI  0106;B_766;1.38E+001;-466412936;-235227991;3265;1579;
CAI  0106;B_765;1.38E+001;-466413296;-235224161;3265;1580;
CAI  0106;B_764;1.38E+001;-466412565;-235224692;3265;1581;
CAI  0106;B_763;1.38E+001;-466412853;-235224185;3265;1582;
CAI  0106;B_762;1.38E+001;-466414151;-235218302;3265;1583;
CAI  0106;B_761;1.38E+001;-466413380;-235217869;3265;1584;
CAI  0106;B_760;1.38E+001;-466413362;-235217859;3265;1585;
CAI  0106;B_759;1.38E+001;-466413344;-235222689;3265;1586;
CAI  0106;B_758;1.38E+001;-466415624;-235242306;3265;1587;
CAI  0106;B_757;1.38E+001;-466414203;-235241472;3265;1588;
CAI  0106;B_756;1.38E+001;-466414070;-235242804;3265;1589;
CAI  0106;B_755;1.38E+001;-466415405;-235240413;3265;1590;
CAI  0106;B_754;1.38E+001;-466414878;-235241327;3265;1591;
CAI  0106;B_753;1.38E+001;-466412917;-235224054;3265;1592;
CAI  0106;B_752;1.38E+001;-466413522;-235222824;3265;1593;
CAI  0106;B_751;1.38E+001;-466414480;-235221188;3265;1594;
CAI  0106;B_750;1.38E+001;-466415142;-235220115;3265;1595;
CAI  0106;B_749;1.38E+001;-466415153;-235220097;3265;1596;
CAI  0106;B_748;1.38E+001;-466416413;-235219091;3265;1597;
CAI  0106;B_747;1.38E+001;-466415630;-235219189;3265;1598;
CAI  0106;B_746;1.38E+001;-466415724;-235218737;3265;1599;
CAI  0106;B_745;1.38E+001;-466416334;-235217663;3265;1600;
CAI  0106;B_744;1.38E+001;-466415988;-235239242;3265;1601;
CAI  0106;B_743;1.38E+001;-466416076;-235239322;3265;1602;
CAI  0106;B_742;1.38E+001;-466415961;-235229218;3265;1603;
CAI  0106;B_741;1.38E+001;-466416050;-235229299;3265;1604;
CAI  0106;B_740;1.38E+001;-466423609;-235245862;3265;1605;
CAI  0106;B_739;1.38E+001;-466423063;-235245648;3265;1606;
CAI  0106;B_694;1.38E+001;-466426570;-235240475;3265;1651;
CAI  0106;B_693;1.38E+001;-466424642;-235242934;3265;1652;
CAI  0106;B_692;1.38E+001;-466425722;-235243194;3265;1653;
CAI  0106;B_691;1.38E+001;-466425200;-235240579;3265;1654;
CAI  0106;B_690;1.38E+001;-466425580;-235223067;3265;1655;
CAI  0106;B_689;1.38E+001;-466425669;-235223147;3265;1656;
CAI  0106;B_688;1.38E+001;-466426103;-235241483;3265;1657;
CAI  0106;B_687;1.38E+001;-466426192;-235241563;3265;1658;
CAI  0106;B_686;1.38E+001;-466426187;-235209596;3265;1659;
CAI  0106;B_685;1.38E+001;-466425751;-235237685;3265;1660;
CAI  0106;B_684;1.38E+001;-466427307;-235236765;3265;1661;
CAI  0106;B_683;1.38E+001;-466426930;-235237943;3265;1662;
CAI  0106;B_682;1.38E+001;-466426767;-235208244;3265;1663;
CAI  0106;B_681;1.38E+001;-466426855;-235208325;3265;1664;
CAI  0106;B_680;1.38E+001;-466428512;-235231244;3265;1665;
CAI  0106;B_679;1.38E+001;-466427763;-235234142;3265;1666;
CAI  0106;B_678;1.38E+001;-466430709;-235236164;3265;1667;
CAI  0106;B_677;1.38E+001;-466427969;-235234848;3265;1668;
CAI  0106;B_676;1.38E+001;-466427950;-235234839;3265;1669;
CAI  0106;B_675;1.38E+001;-466429169;-235228175;3265;1670;
CAI  0106;B_674;1.38E+001;-466429258;-235228256;3265;1671;
CAI  0106;B_673;1.38E+001;-466436313;-235212740;3265;1672;
CAI  0106;B_672;1.38E+001;-466434246;-235211949;3265;1673;
CAI  0106;B_671;1.38E+001;-466433358;-235211417;3265;1674;
CAI  0106;B_670;1.38E+001;-466431976;-235210619;3265;1675;
CAI  0106;B_669;1.38E+001;-466431191;-235210356;3265;1676;
CAI  0106;B_668;1.38E+001;-466429418;-235209562;3265;1677;
CAI  0106;B_667;1.38E+001;-466429820;-235249029;3265;1678;
CAI  0106;B_666;1.38E+001;-466429909;-235249109;3265;1679;
CAI  0106;B_665;1.38E+001;-466430878;-235225469;3265;1680;
CAI  0106;B_664;1.38E+001;-466429813;-235225631;3265;1681;
CAI  0106;B_663;1.38E+001;-466429819;-235225613;3265;1682;
CAI  0106;B_662;1.38E+001;-466430001;-235224998;3265;1683;
CAI  0106;B_661;1.38E+001;-466430278;-235223640;3265;1684;
CAI  0106;B_660;1.38E+001;-466430745;-235221829;3265;1685;
CAI  0106;B_659;1.38E+001;-466430455;-235222945;3265;1686;
CAI  0106;B_658;1.38E+001;-466432417;-235214497;3265;1687;
CAI  0106;B_657;1.38E+001;-466431675;-235217846;3265;1688;
CAI  0106;B_656;1.38E+001;-466430787;-235221694;3265;1689;
CAI  0106;B_655;1.38E+001;-466430783;-235221714;3265;1690;
CAI  0106;B_654;1.38E+001;-466431216;-235218681;3265;1691;
CAI  0106;B_653;1.38E+001;-466431394;-235218842;3265;1692;
CAI  0106;B_652;1.38E+001;-466431958;-235216136;3265;1693;
CAI  0106;B_651;1.38E+001;-466432047;-235216217;3265;1694;
CAI  0106;B_606;1.38E+001;-466450941;-235223602;3265;1739;
CAI  0106;B_605;1.38E+001;-466450336;-235222364;3265;1740;
CAI  0106;B_604;1.38E+001;-466450248;-235222977;3265;1741;
CAI  0106;B_603;1.38E+001;-466451476;-235219443;3265;1742;
CAI  0106;B_602;1.38E+001;-466453426;-235220317;3265;1743;
CAI  0106;B_601;1.38E+001;-466450338;-235222345;3265;1744;
CAI  0106;B_600;1.38E+001;-466451104;-235220892;3265;1745;
CAI  0106;B_599;1.38E+001;-466452061;-235219166;3265;1746;
CAI  0106;B_598;1.38E+001;-466451773;-235219620;3265;1747;
CAI  0106;B_597;1.38E+001;-466452551;-235218421;3265;1748;
CAI  0106;B_596;1.38E+001;-466452542;-235218438;3265;1749;
CAI  0106;B_595;1.38E+001;-466453213;-235217256;3265;1750;
CAI  0106;B_594;1.38E+001;-466453230;-235216291;3265;1751;
CAI  0106;B_593;1.38E+001;-466453498;-235216531;3265;1752;
CAI  0106;B_592;1.38E+001;-466453628;-235218345;3265;1753;
CAI  0106;B_591;1.38E+001;-466453717;-235218425;3265;1754;
CAI  0106;B_590;1.38E+001;-466453786;-235216077;3265;1755;
CAI  0106;B_589;1.38E+001;-466454743;-235214261;3265;1756;
CAI  0106;B_588;1.38E+001;-466454301;-235214935;3265;1757;
CAI  0106;B_587;1.38E+001;-466454359;-235214988;3265;1758;
CAI  0106;B_586;1.38E+001;-466454486;-235216440;3265;1759;
CAI  0106;B_585;1.38E+001;-466454575;-235216520;3265;1760;
CAI  0106;B_584;1.38E+001;-466455419;-235212727;3265;1761;
CAI  0106;B_583;1.38E+001;-466455508;-235212808;3265;1762;
CAI  0106;B_582;1.38E+001;-466456391;-235221731;3265;1763;
CAI  0106;B_581;1.38E+001;-466453447;-235220325;3265;1764;
CAI  0106;B_580;1.38E+001;-466455025;-235221211;3265;1765;
CAI  0106;B_579;1.38E+001;-466456207;-235221741;3265;1766;
CAI  0106;B_578;1.38E+001;-466455779;-235234568;3265;1767;
CAI  0106;B_577;1.38E+001;-466456505;-235232842;3265;1768;
CAI  0106;B_576;1.38E+001;-466456976;-235211989;3265;1769;
CAI  0106;B_575;1.38E+001;-466457066;-235212069;3265;1770;
CAI  0106;B_574;1.38E+001;-466458945;-235228493;3265;1771;
CAI  0106;B_573;1.38E+001;-466456230;-235221750;3265;1772;
CAI  0106;B_572;1.38E+001;-466457683;-235222356;3265;1773;
CAI  0106;B_571;1.38E+001;-466458667;-235222708;3265;1774;
CAI  0106;B_570;1.38E+001;-466464450;-235225206;3265;1775;
CAI  0106;B_569;1.38E+001;-466462101;-235224143;3265;1776;
CAI  0106;B_568;1.38E+001;-466456476;-235232892;3265;1777;
CAI  0106;B_567;1.38E+001;-466457422;-235231225;3265;1778;
CAI  0106;B_566;1.38E+001;-466458061;-235230084;3265;1779;
CAI  0106;B_565;1.38E+001;-466458690;-235228456;3265;1780;
CAI  0106;B_564;1.38E+001;-466460598;-235225127;3265;1781;
CAI  0106;B_563;1.38E+001;-466460045;-235223235;3265;1782;
CAI  0106;B_518;1.38E+001;-466476619;-235230470;3265;1827;
CAI  0106;B_517;1.38E+001;-466474592;-235218564;3265;1828;
CAI  0106;B_516;1.38E+001;-466475294;-235218893;3265;1829;
CAI  0106;B_515;1.38E+001;-466476920;-235216724;3265;1830;
CAI  0106;B_514;1.38E+001;-466477005;-235223164;3265;1831;
CAI  0106;B_513;1.38E+001;-466476894;-235223689;3265;1832;
CAI  0106;B_512;1.38E+001;-466477580;-235216573;3265;1833;
CAI  0106;B_511;1.38E+001;-466477276;-235216898;3265;1834;
CAI  0106;B_510;1.38E+001;-466477347;-235195700;3265;1835;
CAI  0106;B_509;1.38E+001;-466472071;-235204310;3265;1836;
CAI  0106;B_508;1.38E+001;-466473197;-235202184;3265;1837;
CAI  0106;B_507;1.38E+001;-466473295;-235202072;3265;1838;
CAI  0106;B_506;1.38E+001;-466474261;-235200961;3265;1839;
CAI  0106;B_505;1.38E+001;-466475504;-235198509;3265;1840;
CAI  0106;B_504;1.38E+001;-466475566;-235198391;3265;1841;
CAI  0106;B_503;1.38E+001;-466477034;-235195602;3265;1842;
CAI  0106;B_502;1.38E+001;-466477842;-235216802;3265;1843;
CAI  0106;B_501;1.38E+001;-466477682;-235217096;3265;1844;
CAI  0106;B_500;1.38E+001;-466477576;-235221894;3265;1845;
CAI  0106;B_499;1.38E+001;-466477095;-235223245;3265;1846;
CAI  0106;B_498;1.38E+001;-466478392;-235231068;3265;1847;
CAI  0106;B_497;1.38E+001;-466478323;-235231248;3265;1848;
CAI  0106;B_496;1.38E+001;-466477755;-235222054;3265;1849;
CAI  0106;B_495;1.38E+001;-466478470;-235220847;3265;1850;
CAI  0106;B_494;1.38E+001;-466478666;-235217559;3265;1851;
CAI  0106;B_493;1.38E+001;-466476863;-235219581;3265;1852;
CAI  0106;B_492;1.38E+001;-466478709;-235220443;3265;1853;
CAI  0106;B_491;1.38E+001;-466479173;-235231397;3265;1854;
CAI  0106;B_490;1.38E+001;-466484861;-235234260;3265;1855;
CAI  0106;B_489;1.38E+001;-466483859;-235233839;3265;1856;
CAI  0106;B_488;1.38E+001;-466479121;-235231591;3265;1857;
CAI  0106;B_487;1.38E+001;-466482249;-235221945;3265;1858;
CAI  0106;B_486;1.38E+001;-466480049;-235220975;3265;1859;
CAI  0106;B_485;1.38E+001;-466478480;-235220829;3265;1860;
CAI  0106;B_484;1.38E+001;-466479418;-235220706;3265;1861;
CAI  0106;B_483;1.38E+001;-466485965;-235220702;3265;1862;
CAI  0106;B_482;1.38E+001;-466483601;-235219645;3265;1863;
CAI  0106;B_481;1.38E+001;-466480450;-235218233;3265;1864;
CAI  0106;B_480;1.38E+001;-466479878;-235218097;3265;1865;
CAI  0106;B_479;1.38E+001;-466482883;-235212616;3265;1866;
CAI  0106;B_478;1.38E+001;-466481429;-235215387;3265;1867;
CAI  0106;B_477;1.38E+001;-466480353;-235217584;3265;1868;
CAI  0106;B_476;1.38E+001;-466480344;-235217602;3265;1869;
CAI  0106;B_475;1.38E+001;-466477059;-235195552;3265;1870;
CAI  0106;B_430;1.38E+001;-466491030;-235226429;3265;1915;
CAI  0106;B_429;1.38E+001;-466492851;-235223249;3265;1916;
CAI  0106;B_428;1.38E+001;-466500245;-235227144;3265;1917;
CAI  0106;B_427;1.38E+001;-466499063;-235226615;3265;1918;
CAI  0106;B_426;1.38E+001;-466498748;-235226474;3265;1919;
CAI  0106;B_425;1.38E+001;-466497094;-235225733;3265;1920;
CAI  0106;B_424;1.38E+001;-466495026;-235224852;3265;1921;
CAI  0106;B_423;1.38E+001;-466494434;-235224587;3265;1922;
CAI  0106;B_422;1.38E+001;-466494041;-235224411;3265;1923;
CAI  0106;B_421;1.38E+001;-466492465;-235223615;3265;1924;
CAI  0106;B_420;1.38E+001;-466493820;-235221675;3265;1925;
CAI  0106;B_419;1.38E+001;-466493246;-235222506;3265;1926;
CAI  0106;B_418;1.38E+001;-466493234;-235222523;3265;1927;
CAI  0106;B_417;1.38E+001;-466494669;-235220137;3265;1928;
CAI  0106;B_416;1.38E+001;-466495604;-235218275;3265;1929;
CAI  0106;B_415;1.38E+001;-466495708;-235218239;3265;1930;
CAI  0106;B_414;1.38E+001;-466496145;-235225217;3265;1931;
CAI  0106;B_413;1.38E+001;-466496109;-235225292;3265;1932;
CAI  0106;B_412;1.38E+001;-466495890;-235217329;3265;1933;
CAI  0106;B_411;1.38E+001;-466496190;-235217445;3265;1934;
CAI  0106;B_410;1.38E+001;-466496790;-235216454;3265;1935;
CAI  0106;B_409;1.38E+001;-466497038;-235215812;3265;1936;
CAI  0106;B_408;1.38E+001;-466497180;-235215810;3265;1937;
CAI  0106;B_407;1.38E+001;-466497644;-235216617;3265;1938;
CAI  0106;B_406;1.38E+001;-466497655;-235216486;3265;1939;
CAI  0106;B_405;1.38E+001;-466498984;-235212438;3265;1940;
CAI  0106;B_404;1.38E+001;-466498218;-235213864;3265;1941;
CAI  0106;B_403;1.38E+001;-466502530;-235206170;3265;1942;
CAI  0106;B_402;1.38E+001;-466501090;-235208533;3265;1943;
CAI  0106;B_401;1.38E+001;-466499367;-235211712;3265;1944;
CAI  0106;B_400;1.38E+001;-466499950;-235210541;3265;1945;
CAI  0106;B_399;1.38E+001;-466500038;-235210621;3265;1946;
CAI  0106;B_398;1.38E+001;-466505020;-235201627;3265;1947;
CAI  0106;B_397;1.38E+001;-466504058;-235203083;3265;1948;
CAI  0106;B_396;1.38E+001;-466503200;-235204898;3265;1949;
CAI  0106;B_395;1.38E+001;-466503301;-235204364;3265;1950;
CAI  0106;B_394;1.38E+001;-466503390;-235204445;3265;1951;
CAI  0106;B_393;1.38E+001;-466504092;-235204988;3265;1952;
CAI  0106;B_392;1.38E+001;-466504180;-235205069;3265;1953;
CAI  0106;B_391;1.38E+001;-466500720;-235227342;3265;1954;
CAI  0106;B_390;1.38E+001;-466500738;-235227350;3265;1955;
CAI  0106;B_389;1.38E+001;-466501091;-235227512;3265;1956;
CAI  0106;B_388;1.38E+001;-466507357;-235200610;3265;1957;
CAI  0106;B_387;1.38E+001;-466505978;-235199993;3265;1958;
CAI  0105;B_3399;1.38E+001;-466263968;-235245886;3271;2002;
CAI  0105;B_3398;1.38E+001;-466260907;-235246384;3271;2003;
CAI  0105;B_3397;1.38E+001;-466261588;-235246085;3271;2004;
CAI  0105;B_3396;1.38E+001;-466261628;-235246306;3271;2005;
CAI  0105;B_3395;1.38E+001;-466266549;-235245729;3271;2006;
CAI  0105;B_3394;1.38E+001;-466266509;-235245498;3271;2007;
CAI  0105;B_3393;1.38E+001;-466268080;-235245039;3271;2008;
CAI  0105;B_3392;1.38E+001;-466268170;-235245119;3271;2009;
CAI  0105;B_3391;1.38E+001;-466268676;-235244861;3271;2010;
CAI  0105;B_3390;1.38E+001;-466268854;-235245022;3271;2011;
CAI  0105;B_3389;1.38E+001;-466270426;-235244652;3271;2012;
CAI  0105;B_3388;1.38E+001;-466270442;-235244668;3271;2013;
CAI  0105;B_3387;1.38E+001;-466270418;-235244735;3271;2014;
CAI  0105;B_3386;1.38E+001;-466270438;-235244734;3271;2015;
CAI  0105;B_3385;1.38E+001;-466270515;-235244734;3271;2016;
CAI  0105;B_3384;1.38E+001;-466275009;-235243784;3271;2017;
CAI  0105;B_3383;1.38E+001;-466274942;-235243789;3271;2018;
CAI  0105;B_3382;1.38E+001;-466274921;-235243794;3271;2019;
CAI  0105;B_3381;1.38E+001;-466274994;-235243860;3271;2020;
CAI  0105;B_3380;1.38E+001;-466275009;-235243874;3271;2021;
CAI  0105;B_3379;1.38E+001;-466275888;-235243594;3271;2022;
CAI  0105;B_3378;1.38E+001;-466277451;-235243306;3271;2023;
CAI  0105;B_3377;1.38E+001;-466276083;-235242487;3271;2024;
CAI  0105;B_3376;1.38E+001;-466281386;-235241381;3271;2025;
CAI  0105;B_3375;1.38E+001;-466279001;-235241936;3271;2026;
CAI  0105;B_3374;1.38E+001;-466282629;-235242259;3271;2027;
CAI  0105;B_3373;1.38E+001;-466281065;-235242546;3271;2028;
CAI  0105;B_3372;1.38E+001;-466279307;-235242925;3271;2029;
CAI  0105;B_3371;1.38E+001;-466286426;-235240504;3271;2030;
CAI  0105;B_3370;1.38E+001;-466283495;-235240986;3271;2031;
CAI  0105;B_3369;1.38E+001;-466281443;-235241368;3271;2032;
CAI  0105;B_3368;1.38E+001;-466291113;-235231424;3271;2033;
CAI  0105;B_3367;1.38E+001;-466289062;-235231806;3271;2034;
