
LINE-GROUND and LINE-LINE VOLTAGES BY BUS & NODE

Bus  Node    VLN (kV)   Angle      pu     Base kV    Node-Node   VLL (kV)  Angle      pu

986  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4      0,01493 /_   28,4         0     0,000
978  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5003 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014928 /_   28,4         0     0,000
955  1       7,4924 /_  -35,9         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4971 /_ -155,8         0     0,000        2-3     12,987 /_ -125,7         0
   - 3        7,499 /_   84,3         0     0,000        3-1     12,991 /_  114,2         0
1026 1       7,5027 /_  -35,8         0     0,000        1-2     12,992 /_   -5,7         0
   - 2       7,5079 /_ -155,7         0     0,000        2-3     13,005 /_ -125,7         0
   - 3         7,51 /_   84,3         0     0,000        3-1      13,01 /_  114,2         0
   - 4     0,020537 /_   25,0         0     0,000
1021 1       7,5012 /_  -35,8         0     0,000        1-2      12,99 /_   -5,7         0
   - 2       7,5072 /_ -155,7         0     0,000        2-3     13,004 /_ -125,7         0
   - 3       7,5091 /_   84,3         0     0,000        3-1     13,008 /_  114,2         0
   - 4     0,020518 /_   25,0         0     0,000
2018 1       7,5355 /_  -35,7         0     0,000        1-2     13,047 /_   -5,7         0
   - 2       7,5355 /_ -155,6         0     0,000        2-3     13,054 /_ -125,6         0
   - 3       7,5391 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
2017 1       7,5355 /_  -35,7         0     0,000        1-2     13,047 /_   -5,7         0
   - 2       7,5355 /_ -155,6         0     0,000        2-3     13,054 /_ -125,6         0
   - 3       7,5392 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
   - 4    0,0092256 /_   27,1         0     0,000
145  1       7,5231 /_  -35,6         0     0,000        1-2     13,025 /_   -5,6         0
   - 2       7,5205 /_ -155,6         0     0,000        2-3     13,028 /_ -125,6         0
   - 3       7,5247 /_   84,4         0     0,000        3-1     13,037 /_  114,4         0
562  1       7,4945 /_  -35,8         0     0,000        1-2     12,975 /_   -5,8         0
   - 2       7,4908 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4952 /_   84,3         0     0,000        3-1     12,986 /_  114,2         0
1202 1       7,4825 /_  -35,9         0     0,000        1-2     12,957 /_   -5,9         0
   - 2       7,4869 /_ -155,8         0     0,000        2-3     12,969 /_ -125,8         0
   - 3       7,4887 /_   84,2         0     0,000        3-1     12,972 /_  114,1         0
2964 1       7,5666 /_  -34,3         0     0,000        1-2     13,102 /_   -4,3         0
   - 2       7,5632 /_ -154,3         0     0,000        2-3     13,102 /_ -124,3         0
   - 3       7,5666 /_   85,7         0     0,000        3-1     13,106 /_  115,7         0
2820 1       7,5787 /_  -34,7         0     0,000        1-2     13,124 /_   -4,7         0
   - 2       7,5732 /_ -154,7         0     0,000        2-3      13,12 /_ -124,7         0
   - 3       7,5787 /_   85,3         0     0,000        3-1     13,127 /_  115,3         0
2308 1       7,5897 /_  -34,9         0     0,000        1-2     13,143 /_   -4,9         0
   - 2       7,5848 /_ -154,9         0     0,000        2-3      13,14 /_ -124,9         0
   - 3        7,589 /_   85,1         0     0,000        3-1     13,145 /_  115,1         0
2313 1       7,5892 /_  -34,9         0     0,000        1-2     13,142 /_   -4,9         0
   - 2       7,5843 /_ -154,9         0     0,000        2-3     13,139 /_ -124,9         0
   - 3       7,5885 /_   85,1         0     0,000        3-1     13,144 /_  115,1         0
985  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014931 /_   28,4         0     0,000
954  1       7,4916 /_  -35,9         0     0,000        1-2     12,973 /_   -5,8         0
   - 2       7,4963 /_ -155,8         0     0,000        2-3     12,985 /_ -125,8         0
   - 3       7,4982 /_   84,2         0     0,000        3-1     12,989 /_  114,2         0
1033 1       7,5008 /_  -35,8         0     0,000        1-2     12,989 /_   -5,7         0
   - 2        7,507 /_ -155,7         0     0,000        2-3     13,004 /_ -125,7         0
   - 3       7,5089 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020514 /_   24,9         0     0,000
2022 1       7,5354 /_  -35,7         0     0,000        1-2     13,047 /_   -5,7         0
   - 2       7,5354 /_ -155,6         0     0,000        2-3     13,053 /_ -125,6         0
   - 3        7,539 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
146  1       7,5223 /_  -35,6         0     0,000        1-2     13,023 /_   -5,6         0
   - 2       7,5196 /_ -155,6         0     0,000        2-3     13,027 /_ -125,6         0
   - 3       7,5238 /_   84,4         0     0,000        3-1     13,035 /_  114,4         0
563  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
1201 1       7,4824 /_  -35,9         0     0,000        1-2     12,957 /_   -5,9         0
   - 2       7,4868 /_ -155,8         0     0,000        2-3     12,969 /_ -125,8         0
   - 3       7,4887 /_   84,2         0     0,000        3-1     12,972 /_  114,1         0
2963 1       7,5661 /_  -34,3         0     0,000        1-2     13,101 /_   -4,3         0
   - 2       7,5626 /_ -154,3         0     0,000        2-3     13,101 /_ -124,3         0
   - 3        7,566 /_   85,7         0     0,000        3-1     13,105 /_  115,7         0
2819 1        7,577 /_  -34,7         0     0,000        1-2     13,121 /_   -4,7         0
   - 2       7,5714 /_ -154,7         0     0,000        2-3     13,117 /_ -124,7         0
   - 3        7,577 /_   85,3         0     0,000        3-1     13,124 /_  115,3         0
2307 1       7,5897 /_  -34,9         0     0,000        1-2     13,143 /_   -4,9         0
   - 2       7,5848 /_ -154,9         0     0,000        2-3      13,14 /_ -124,9         0
   - 3        7,589 /_   85,1         0     0,000        3-1     13,145 /_  115,1         0
   - 4    0,0051006 /_ -129,3         0     0,000
2315 1       7,5888 /_  -34,9         0     0,000        1-2     13,142 /_   -4,9         0
   - 2       7,5839 /_ -154,9         0     0,000        2-3     13,138 /_ -124,9         0
   - 3       7,5881 /_   85,1         0     0,000        3-1     13,143 /_  115,1         0
984  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014932 /_   28,4         0     0,000
953  1       7,4915 /_  -35,9         0     0,000        1-2     12,972 /_   -5,8         0
   - 2       7,4963 /_ -155,8         0     0,000        2-3     12,985 /_ -125,8         0
   - 3       7,4982 /_   84,2         0     0,000        3-1     12,989 /_  114,2         0
1032 1       7,5008 /_  -35,8         0     0,000        1-2     12,989 /_   -5,7         0
   - 2        7,507 /_ -155,7         0     0,000        2-3     13,004 /_ -125,7         0
   - 3       7,5089 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020514 /_   24,9         0     0,000
1020 1       7,5006 /_  -35,8         0     0,000        1-2     12,989 /_   -5,7         0
   - 2       7,5069 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5088 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020511 /_   24,9         0     0,000
2023 1       7,5352 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2       7,5352 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5389 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
147  1        7,522 /_  -35,6         0     0,000        1-2     13,023 /_   -5,6         0
   - 2       7,5193 /_ -155,6         0     0,000        2-3     13,026 /_ -125,6         0
   - 3       7,5236 /_   84,4         0     0,000        3-1     13,035 /_  114,4         0
560  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
558  1       7,4942 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4904 /_ -155,8         0     0,000        2-3     12,976 /_ -125,7         0
   - 3       7,4948 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
1180 1       7,4814 /_  -35,9         0     0,000        1-2     12,956 /_   -5,9         0
   - 2       7,4859 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4877 /_   84,2         0     0,000        3-1     12,971 /_  114,1         0
2981 1       7,5651 /_  -34,3         0     0,000        1-2       13,1 /_   -4,3         0
   - 2       7,5616 /_ -154,3         0     0,000        2-3       13,1 /_ -124,3         0
   - 3        7,565 /_   85,7         0     0,000        3-1     13,104 /_  115,7         0
   - 4    0,0023212 /_ -155,6         0     0,000
2837 1        7,576 /_  -34,7         0     0,000        1-2     13,119 /_   -4,7         0
   - 2       7,5704 /_ -154,7         0     0,000        2-3     13,115 /_ -124,7         0
   - 3        7,576 /_   85,3         0     0,000        3-1     13,122 /_  115,3         0
2305 1       7,5897 /_  -34,9         0     0,000        1-2     13,143 /_   -4,9         0
   - 2       7,5848 /_ -154,9         0     0,000        2-3      13,14 /_ -124,9         0
   - 3        7,589 /_   85,1         0     0,000        3-1     13,145 /_  115,1         0
   - 4    0,0051006 /_ -129,3         0     0,000
2303 1       7,5897 /_  -34,9         0     0,000        1-2     13,143 /_   -4,9         0
   - 2       7,5848 /_ -154,9         0     0,000        2-3      13,14 /_ -124,9         0
   - 3        7,589 /_   85,1         0     0,000        3-1     13,145 /_  115,1         0
2324 1       7,5883 /_  -34,9         0     0,000        1-2     13,141 /_   -4,9         0
   - 2       7,5834 /_ -154,9         0     0,000        2-3     13,137 /_ -124,9         0
   - 3       7,5876 /_   85,1         0     0,000        3-1     13,142 /_  115,1         0
2271 1       7,5888 /_  -34,9         0     0,000        1-2     13,142 /_   -4,9         0
   - 2       7,5839 /_ -154,9         0     0,000        2-3     13,138 /_ -124,9         0
   - 3       7,5881 /_   85,1         0     0,000        3-1     13,143 /_  115,1         0
983  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014933 /_   28,4         0     0,000
969  1       7,4913 /_  -35,9         0     0,000        1-2     12,972 /_   -5,8         0
   - 2        7,496 /_ -155,8         0     0,000        2-3     12,985 /_ -125,8         0
   - 3       7,4979 /_   84,2         0     0,000        3-1     12,989 /_  114,2         0
1019 1       7,5004 /_  -35,8         0     0,000        1-2     12,988 /_   -5,7         0
   - 2       7,5068 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5087 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020509 /_   24,9         0     0,000
2029 1        7,535 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2        7,535 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5386 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
148  1       7,5218 /_  -35,6         0     0,000        1-2     13,022 /_   -5,6         0
   - 2       7,5192 /_ -155,6         0     0,000        2-3     13,026 /_ -125,6         0
   - 3       7,5234 /_   84,4         0     0,000        3-1     13,034 /_  114,4         0
561  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
582  1       7,4927 /_  -35,8         0     0,000        1-2     12,971 /_   -5,8         0
   - 2       7,4888 /_ -155,8         0     0,000        2-3     12,974 /_ -125,8         0
   - 3       7,4933 /_   84,2         0     0,000        3-1     12,982 /_  114,2         0
1179 1       7,4814 /_  -35,9         0     0,000        1-2     12,956 /_   -5,9         0
   - 2       7,4859 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4877 /_   84,2         0     0,000        3-1     12,971 /_  114,1         0
1193 1       7,4803 /_  -35,9         0     0,000        1-2     12,954 /_   -5,9         0
   - 2       7,4849 /_ -155,8         0     0,000        2-3     12,965 /_ -125,8         0
   - 3       7,4867 /_   84,2         0     0,000        3-1     12,969 /_  114,1         0
   - 4     0,013729 /_   25,5         0     0,000
1178 1       7,4814 /_  -35,9         0     0,000        1-2     12,956 /_   -5,9         0
   - 2       7,4859 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4877 /_   84,2         0     0,000        3-1     12,971 /_  114,1         0
2980 1       7,5648 /_  -34,3         0     0,000        1-2     13,099 /_   -4,3         0
   - 2       7,5613 /_ -154,3         0     0,000        2-3     13,099 /_ -124,3         0
   - 3       7,5647 /_   85,7         0     0,000        3-1     13,103 /_  115,7         0
   - 4    0,0023241 /_ -155,7         0     0,000
2979 1        7,565 /_  -34,3         0     0,000        1-2       13,1 /_   -4,3         0
   - 2       7,5616 /_ -154,3         0     0,000        2-3       13,1 /_ -124,3         0
   - 3       7,5649 /_   85,7         0     0,000        3-1     13,104 /_  115,7         0
2836 2       7,5704 /_ -154,7         0     0,000        2-3     13,115 /_ -124,7         0
   - 3        7,576 /_   85,3         0     0,000
2838 1       7,5753 /_  -34,7         0     0,000        1-2     13,118 /_   -4,7         0
   - 2       7,5696 /_ -154,7         0     0,000        2-3     13,114 /_ -124,7         0
   - 3       7,5752 /_   85,3         0     0,000        3-1     13,121 /_  115,3         0
   - 4    0,0067616 /_ -123,8         0     0,000
2323 1       7,5878 /_  -34,9         0     0,000        1-2      13,14 /_   -4,9         0
   - 2       7,5828 /_ -154,9         0     0,000        2-3     13,136 /_ -124,9         0
   - 3       7,5871 /_   85,1         0     0,000        3-1     13,141 /_  115,1         0
2274 1       7,5883 /_  -34,9         0     0,000        1-2     13,141 /_   -4,9         0
   - 2       7,5833 /_ -154,9         0     0,000        2-3     13,137 /_ -124,9         0
   - 3       7,5876 /_   85,1         0     0,000        3-1     13,142 /_  115,1         0
   - 4    0,0058311 /_ -130,5         0     0,000
982  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014933 /_   28,4         0     0,000
977  2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000
970  1       7,4896 /_  -35,9         0     0,000        1-2     12,969 /_   -5,8         0
   - 2       7,4944 /_ -155,8         0     0,000        2-3     12,982 /_ -125,8         0
   - 3       7,4963 /_   84,2         0     0,000        3-1     12,986 /_  114,2         0
1042 1       7,5001 /_  -35,8         0     0,000        1-2     12,988 /_   -5,7         0
   - 2       7,5066 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5085 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020505 /_   24,9         0     0,000
2028 1        7,535 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2        7,535 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5386 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
2026 1       7,5348 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2       7,5349 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5385 /_   84,4         0     0,000        3-1      13,06 /_  114,3         0
152  1       7,5218 /_  -35,6         0     0,000        1-2     13,022 /_   -5,6         0
   - 2       7,5191 /_ -155,6         0     0,000        2-3     13,026 /_ -125,6         0
   - 3       7,5233 /_   84,4         0     0,000        3-1     13,034 /_  114,4         0
624  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
583  1       7,4904 /_  -35,8         0     0,000        1-2     12,967 /_   -5,8         0
   - 2       7,4864 /_ -155,8         0     0,000        2-3      12,97 /_ -125,8         0
   - 3        7,491 /_   84,2         0     0,000        3-1     12,978 /_  114,2         0
1177 1       7,4814 /_  -35,9         0     0,000        1-2     12,956 /_   -5,9         0
   - 2       7,4859 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4877 /_   84,2         0     0,000        3-1     12,971 /_  114,1         0
   - 4     0,013604 /_   25,5         0     0,000
1200 1       7,4802 /_  -35,9         0     0,000        1-2     12,954 /_   -5,9         0
   - 2       7,4848 /_ -155,8         0     0,000        2-3     12,965 /_ -125,8         0
   - 3       7,4866 /_   84,2         0     0,000        3-1     12,969 /_  114,1         0
   - 4     0,013729 /_   25,5         0     0,000
1192 1       7,4803 /_  -35,9         0     0,000        1-2     12,954 /_   -5,9         0
   - 2       7,4849 /_ -155,8         0     0,000        2-3     12,965 /_ -125,8         0
   - 3       7,4867 /_   84,2         0     0,000        3-1     12,969 /_  114,1         0
2983 1       7,5595 /_  -34,3         0     0,000        1-2      13,09 /_   -4,4         0
   - 2       7,5558 /_ -154,3         0     0,000        2-3      13,09 /_ -124,3         0
   - 3       7,5594 /_   85,7         0     0,000        3-1     13,094 /_  115,7         0
   - 4    0,0023764 /_ -156,5         0     0,000
2842 1       7,5752 /_  -34,7         0     0,000        1-2     13,117 /_   -4,7         0
   - 2       7,5695 /_ -154,7         0     0,000        2-3     13,114 /_ -124,7         0
   - 3       7,5752 /_   85,3         0     0,000        3-1     13,121 /_  115,3         0
   - 4    0,0067616 /_ -123,8         0     0,000
2840 1       7,5749 /_  -34,7         0     0,000        1-2     13,117 /_   -4,7         0
   - 2       7,5692 /_ -154,7         0     0,000        2-3     13,113 /_ -124,7         0
   - 3       7,5748 /_   85,3         0     0,000        3-1      13,12 /_  115,3         0
   - 4    0,0067352 /_ -123,8         0     0,000
2327 1       7,5874 /_  -34,9         0     0,000        1-2     13,139 /_   -4,9         0
   - 2       7,5825 /_ -154,9         0     0,000        2-3     13,136 /_ -124,9         0
   - 3       7,5867 /_   85,1         0     0,000        3-1     13,141 /_  115,1         0
2318 1       7,5888 /_  -34,9         0     0,000        1-2     13,141 /_   -4,9         0
   - 2       7,5839 /_ -154,9         0     0,000        2-3     13,138 /_ -124,9         0
   - 3       7,5881 /_   85,1         0     0,000        3-1     13,143 /_  115,1         0
981  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014933 /_   28,4         0     0,000
971  1        7,488 /_  -35,9         0     0,000        1-2     12,966 /_   -5,8         0
   - 2       7,4927 /_ -155,8         0     0,000        2-3     12,979 /_ -125,8         0
   - 3       7,4947 /_   84,2         0     0,000        3-1     12,983 /_  114,2         0
1041 1       7,4998 /_  -35,8         0     0,000        1-2     12,987 /_   -5,7         0
   - 2       7,5064 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5083 /_   84,3         0     0,000        3-1     13,006 /_  114,2         0
   - 4     0,020501 /_   24,9         0     0,000
1039 1       7,5001 /_  -35,8         0     0,000        1-2     12,988 /_   -5,7         0
   - 2       7,5066 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5085 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020505 /_   24,9         0     0,000
2027 1        7,535 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2        7,535 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5386 /_   84,4         0     0,000        3-1     13,061 /_  114,3         0
2025 1       7,5346 /_  -35,7         0     0,000        1-2     13,045 /_   -5,7         0
   - 2       7,5346 /_ -155,7         0     0,000        2-3     13,052 /_ -125,6         0
   - 3       7,5383 /_   84,4         0     0,000        3-1      13,06 /_  114,3         0
2024 1       7,5348 /_  -35,7         0     0,000        1-2     13,046 /_   -5,7         0
   - 2       7,5349 /_ -155,7         0     0,000        2-3     13,053 /_ -125,6         0
   - 3       7,5385 /_   84,4         0     0,000        3-1      13,06 /_  114,3         0
153  1       7,5218 /_  -35,6         0     0,000        1-2     13,022 /_   -5,6         0
   - 2       7,5191 /_ -155,6         0     0,000        2-3     13,026 /_ -125,6         0
   - 3       7,5233 /_   84,4         0     0,000        3-1     13,034 /_  114,4         0
29 . 1       7,5217 /_  -35,6         0     0,000        1-2     13,022 /_   -5,6         0
   - 2        7,519 /_ -155,6         0     0,000        2-3     13,026 /_ -125,6         0
   - 3       7,5232 /_   84,4         0     0,000        3-1     13,034 /_  114,4         0
623  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
589  1       7,4904 /_  -35,8         0     0,000        1-2     12,967 /_   -5,8         0
   - 2       7,4864 /_ -155,8         0     0,000        2-3     12,969 /_ -125,8         0
   - 3       7,4909 /_   84,2         0     0,000        3-1     12,978 /_  114,2         0
1176 1       7,4814 /_  -35,9         0     0,000        1-2     12,956 /_   -5,9         0
   - 2       7,4859 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4877 /_   84,2         0     0,000        3-1     12,971 /_  114,1         0
   - 4     0,013604 /_   25,5         0     0,000
1208 1       7,4784 /_  -35,9         0     0,000        1-2      12,95 /_   -5,9         0
   - 2       7,4831 /_ -155,8         0     0,000        2-3     12,962 /_ -125,8         0
   - 3       7,4848 /_   84,2         0     0,000        3-1     12,966 /_  114,1         0
1191 1       7,4803 /_  -35,9         0     0,000        1-2     12,954 /_   -5,9         0
   - 2       7,4849 /_ -155,8         0     0,000        2-3     12,965 /_ -125,8         0
   - 3       7,4867 /_   84,2         0     0,000        3-1     12,969 /_  114,1         0
2984 1       7,5591 /_  -34,3         0     0,000        1-2     13,089 /_   -4,4         0
   - 2       7,5554 /_ -154,3         0     0,000        2-3     13,089 /_ -124,3         0
   - 3        7,559 /_   85,7         0     0,000        3-1     13,093 /_  115,7         0
   - 4    0,0023809 /_ -156,6         0     0,000
2977 1       7,5649 /_  -34,3         0     0,000        1-2     13,099 /_   -4,3         0
   - 2       7,5616 /_ -154,3         0     0,000        2-3       13,1 /_ -124,3         0
   - 3       7,5648 /_   85,7         0     0,000        3-1     13,103 /_  115,7         0
2841 1       7,5752 /_  -34,7         0     0,000        1-2     13,117 /_   -4,7         0
   - 2       7,5695 /_ -154,7         0     0,000        2-3     13,114 /_ -124,7         0
   - 3       7,5751 /_   85,3         0     0,000        3-1      13,12 /_  115,3         0
   - 4    0,0067616 /_ -123,8         0     0,000
2839 1       7,5749 /_  -34,7         0     0,000        1-2     13,117 /_   -4,7         0
   - 2       7,5691 /_ -154,7         0     0,000        2-3     13,113 /_ -124,7         0
   - 3       7,5748 /_   85,3         0     0,000        3-1      13,12 /_  115,3         0
   - 4    0,0067352 /_ -123,8         0     0,000
2845 1       7,5734 /_  -34,7         0     0,000        1-2     13,114 /_   -4,7         0
   - 2       7,5675 /_ -154,7         0     0,000        2-3     13,111 /_ -124,7         0
   - 3       7,5733 /_   85,3         0     0,000        3-1     13,117 /_  115,3         0
2326 1       7,5874 /_  -34,9         0     0,000        1-2     13,139 /_   -4,9         0
   - 2       7,5824 /_ -154,9         0     0,000        2-3     13,136 /_ -124,9         0
   - 3       7,5867 /_   85,1         0     0,000        3-1     13,141 /_  115,1         0
2272 1       7,5882 /_  -34,9         0     0,000        1-2      13,14 /_   -4,9         0
   - 2       7,5832 /_ -154,9         0     0,000        2-3     13,137 /_ -124,9         0
   - 3       7,5875 /_   85,1         0     0,000        3-1     13,142 /_  115,1         0
   - 4    0,0058311 /_ -130,5         0     0,000
2317 1       7,5887 /_  -34,9         0     0,000        1-2     13,141 /_   -4,9         0
   - 2       7,5839 /_ -154,9         0     0,000        2-3     13,138 /_ -124,9         0
   - 3       7,5881 /_   85,1         0     0,000        3-1     13,143 /_  115,1         0
   - 4    0,0070829 /_ -143,6         0     0,000
966  1       7,4936 /_  -35,9         0     0,000        1-2     12,976 /_   -5,8         0
   - 2       7,4984 /_ -155,7         0     0,000        2-3     12,989 /_ -125,7         0
   - 3       7,5002 /_   84,3         0     0,000        3-1     12,993 /_  114,2         0
   - 4     0,014933 /_   28,4         0     0,000
972  1       7,4865 /_  -35,9         0     0,000        1-2     12,964 /_   -5,8         0
   - 2       7,4912 /_ -155,8         0     0,000        2-3     12,976 /_ -125,8         0
   - 3       7,4931 /_   84,2         0     0,000        3-1     12,981 /_  114,1         0
1040 1       7,4997 /_  -35,8         0     0,000        1-2     12,987 /_   -5,7         0
   - 2       7,5064 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5083 /_   84,3         0     0,000        3-1     13,006 /_  114,2         0
   - 4     0,020501 /_   24,9         0     0,000
1038 1       7,5001 /_  -35,8         0     0,000        1-2     12,988 /_   -5,7         0
   - 2       7,5066 /_ -155,7         0     0,000        2-3     13,003 /_ -125,7         0
   - 3       7,5085 /_   84,3         0     0,000        3-1     13,007 /_  114,2         0
   - 4     0,020505 /_   24,9         0     0,000
2032 1       7,5346 /_  -35,7         0     0,000        1-2     13,045 /_   -5,7         0
   - 2       7,5346 /_ -155,7         0     0,000        2-3     13,052 /_ -125,6         0
   - 3       7,5383 /_   84,4         0     0,000        3-1      13,06 /_  114,3         0
42 . 1       7,5207 /_  -35,6         0     0,000        1-2      13,02 /_   -5,6         0
   - 2       7,5179 /_ -155,6         0     0,000        2-3     13,024 /_ -125,6         0
   - 3       7,5222 /_   84,4         0     0,000        3-1     13,032 /_  114,4         0
622  1       7,4943 /_  -35,8         0     0,000        1-2     12,974 /_   -5,8         0
   - 2       7,4905 /_ -155,8         0     0,000        2-3     12,977 /_ -125,7         0
   - 3       7,4949 /_   84,3         0     0,000        3-1     12,985 /_  114,2         0
588  1       7,4892 /_  -35,8         0     0,000        1-2     12,965 /_   -5,8         0
   - 2       7,4851 /_ -155,8         0     0,000        2-3     12,967 /_ -125,8         0
   - 3       7,4896 /_   84,2         0     0,000        3-1     12,976 /_  114,2         0
577  1       7,4904 /_  -35,8         0     0,000        1-2     12,967 /_   -5,8         0
   - 2       7,4864 /_ -155,8         0     0,000        2-3     12,969 /_ -125,8         0
   - 3       7,4909 /_   84,2         0     0,000        3-1     12,978 /_  114,2         0
1207 1       7,4784 /_  -35,9         0     0,000        1-2      12,95 /_   -5,9         0
   - 2       7,4831 /_ -155,8         0     0,000        2-3     12,962 /_ -125,8         0
   - 3       7,4848 /_   84,2         0     0,000        3-1     12,966 /_  114,1         0
1199 1       7,4783 /_  -35,9         0     0,000        1-2      12,95 /_   -5,9         0
   - 2        7,483 /_ -155,8         0     0,000        2-3     12,962 /_ -125,8         0
   - 3       7,4848 /_   84,2         0     0,000        3-1     12,966 /_  114,1         0
1190 1       7,4803 /_  -35,9         0     0,000        1-2     12,954 /_   -5,9         0
