
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus   Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

3259     48,69          0    0,01196    0,02456 3,305E-009 6,788E-009
2075     7,531          0   0,004866    0,06461  0,003065    0,0407
158      7,516          0   0,004062    0,05405  0,001385   0,01842
165      7,516          0   0,004063    0,05406  0,001385   0,01843
630      7,473          0   0,003907    0,05229 0,0006328  0,008468
1222      7,47          0   0,005461    0,07311  0,005082   0,06803
1218     7,474          0          0          0         0         0
1272     7,465          0   0,005648    0,07566  0,005453   0,07304
1228     7,471          0   0,005477    0,07332  0,005116   0,06848
3037     7,535          0   0,002034    0,02699  0,001262   0,01675
3042     7,535          0    0,00204    0,02708  0,001276   0,01694
2863     7,562          0   0,002252    0,02978  0,002416   0,03195
2650      7,56          0   0,002375    0,03141  0,002586   0,03421
2364     7,579          0   0,001896    0,02502  0,002195   0,02896
2355      7,58          0    0,00188    0,02481  0,002141   0,02825
2361      7,58          0    0,00188    0,02481  0,002141   0,02825
2363      7,58          0   0,001878    0,02478  0,002138   0,02821
2056     7,532          0   0,004869    0,06464  0,003086   0,04097
2061     7,532          0   0,004869    0,06464  0,003086   0,04097
2074     7,531          0   0,004866    0,06461  0,003064   0,04068
157      7,516          0   0,004062    0,05405  0,001385   0,01842
164      7,516          0   0,004063    0,05406  0,001385   0,01843
139      7,514          0   0,004063    0,05407  0,001312   0,01746
629      7,473          0   0,003907    0,05229 0,0006315  0,008451
1221      7,47          0   0,005461    0,07311  0,005082   0,06803
1215      7,47          0   0,005461    0,07311  0,005082   0,06803
1227     7,471          0   0,005477    0,07332  0,005116   0,06848
1225     7,472          0          0          0         0         0
2862     7,561          0   0,002203    0,02913  0,002391   0,03162
2745      7,56          0   0,002375    0,03141  0,002586   0,03421
2798     7,558          0    0,00245    0,03242  0,002709   0,03584
2684     7,556          0   0,002505    0,03315  0,002798   0,03703
2371     7,579          0   0,001898    0,02504  0,002199   0,02902
2360      7,58          0    0,00188    0,02481  0,002141   0,02825
2362      7,58          0   0,001878    0,02478  0,002138   0,02821
2344     7,579          0   0,001878    0,02478  0,002138   0,02821
1081     7,501          0   0,007979     0,1064  0,007376   0,09833
2060     7,532          0   0,004869    0,06464  0,003086   0,04097
2065     7,532          0   0,004869    0,06464  0,003086   0,04097
2073     7,531          0   0,004865     0,0646  0,003058   0,04061
156      7,516          0   0,004062    0,05404  0,001384   0,01842
186      7,516          0   0,004063    0,05406  0,001385   0,01843
138      7,514          0   0,004063    0,05407    0,0013    0,0173
628      7,472          0   0,003908    0,05229 0,0006244  0,008357
1270     7,465          0   0,005654    0,07573  0,005464    0,0732
3040     7,534          0   0,002052    0,02723    0,0013   0,01725
2656     7,561          0    0,00216    0,02856  0,002369   0,03133
2744      7,56          0   0,002375    0,03141  0,002586   0,03421
2797     7,558          0    0,00245    0,03242  0,002709   0,03584
2683     7,556          0   0,002527    0,03345  0,002834    0,0375
2376     7,579          0     0,0019    0,02507  0,002206   0,02911
2278      7,58          0   0,001878    0,02478  0,002138   0,02821
2343     7,579          0   0,001878    0,02478  0,002138   0,02821
1080     7,501          0    0,00799     0,1065  0,007387   0,09848
2059     7,532          0   0,004869    0,06464  0,003086   0,04097
2066     7,532          0   0,004869    0,06464  0,003086   0,04097
2064     7,532          0   0,004869    0,06464  0,003086   0,04097
2072     7,531          0   0,004864    0,06459  0,003054   0,04056
174      7,516          0   0,004062    0,05404  0,001384   0,01842
185      7,516          0   0,004063    0,05406  0,001385   0,01843
163      7,516          0   0,004063    0,05406  0,001385   0,01843
137      7,514          0   0,004063    0,05407  0,001288   0,01715
641      7,472          0   0,003908     0,0523 0,0006142  0,008221
1269     7,464          0   0,005678    0,07607  0,005514   0,07387
3039     7,534          0   0,002062    0,02736  0,001321   0,01754
2658     7,561          0   0,002125     0,0281  0,002352    0,0311
2743      7,56          0   0,002375    0,03141  0,002586   0,03421
2796     7,558          0    0,00245    0,03242  0,002709   0,03584
2682     7,555          0   0,002555    0,03382  0,002879   0,03811
2375     7,578          0   0,001902     0,0251  0,002213    0,0292
2373     7,579          0   0,001878    0,02478  0,002138   0,02821
1079     7,501          0   0,008035     0,1071  0,007438   0,09916
2058     7,532          0   0,004869    0,06464  0,003086   0,04097
2068     7,532          0   0,004869    0,06464  0,003086   0,04097
2063     7,532          0   0,004869    0,06464  0,003086   0,04097
2077     7,531          0   0,004864    0,06459   0,00305    0,0405
173      7,516          0   0,004062    0,05404  0,001384   0,01842
155      7,516          0   0,004062    0,05404  0,001384   0,01842
136      7,513          0   0,004063    0,05408   0,00126   0,01677
640      7,471          0   0,003909    0,05232 0,0006018  0,008055
596      7,472          0   0,003908     0,0523 0,0006142  0,008221
1268     7,464          0   0,005679    0,07609  0,005517   0,07391
1265     7,464          0   0,005678    0,07607  0,005514   0,07387
3053     7,533          0   0,002066    0,02742   0,00133   0,01765
2657     7,561          0   0,002125     0,0281  0,002352    0,0311
2681     7,554          0   0,002571    0,03403  0,002904   0,03845
2379     7,578          0   0,001907    0,02516  0,002228    0,0294
2372     7,579          0   0,001878    0,02478  0,002138   0,02821
2377     7,579          0   0,001878    0,02478  0,002138   0,02821
1078     7,501          0   0,008035     0,1071  0,007438   0,09916
1076     7,501          0   0,008121     0,1083  0,007535    0,1005
2067     7,532          0   0,004869    0,06464  0,003086   0,04097
2076     7,531          0   0,004864    0,06459   0,00305    0,0405
2079      7,53          0   0,004863    0,06458  0,003045   0,04043
172      7,516          0   0,004062    0,05404  0,001384   0,01842
134      7,513          0   0,004063    0,05408  0,001227   0,01633
654       7,47          0   0,003909    0,05233 0,0005872   0,00786
598      7,472          0   0,003908     0,0523 0,0006142  0,008221
595      7,472          0   0,003908     0,0523 0,0006142  0,008221
1264     7,464          0   0,005692    0,07626  0,005543   0,07426
3052     7,533          0   0,002066    0,02742   0,00133   0,01765
3046     7,533          0   0,002069    0,02747  0,001338   0,01776
3045     7,533          0   0,002066    0,02742   0,00133   0,01765
2795     7,554          0   0,002575    0,03408  0,002911   0,03853
2378     7,578          0   0,001907    0,02516  0,002228    0,0294
2374     7,577          0   0,001911    0,02522  0,002243    0,0296
2381     7,579          0   0,001878    0,02478  0,002138   0,02822
1077     7,501          0   0,008035     0,1071  0,007438   0,09916
2078     7,533          0          0          0         0         0
2082      7,53          0   0,004863    0,06458   0,00304   0,04038
135      7,512          0   0,004063    0,05409   0,00119   0,01584
653       7,47          0    0,00391    0,05235 0,0005729  0,007669
597      7,472          0   0,003908     0,0523 0,0006142  0,008221
1263     7,464          0   0,005701    0,07638  0,005561    0,0745
1261     7,467          0          0          0         0         0
3051     7,533          0   0,002066    0,02742   0,00133   0,01765
3055     7,532          0   0,002085    0,02768  0,001371    0,0182
3044     7,533          0   0,002066    0,02742   0,00133   0,01765
2794     7,554          0   0,002576    0,03411  0,002914   0,03857
2754     7,554          0    0,00258    0,03415  0,002919   0,03865
2384     7,577          0   0,001918    0,02532  0,002265   0,02989
2380     7,579          0   0,001878    0,02478  0,002138   0,02822
1074     7,501          0   0,008207     0,1094  0,007632    0,1017
132      7,511          0   0,004064     0,0541  0,001147   0,01527
652      7,469          0   0,003911    0,05236 0,0005609  0,007509
1262     7,463          0   0,005732    0,07681  0,005622   0,07534
1260     7,466          0          0          0         0         0
3050     7,533          0   0,002066    0,02742   0,00133   0,01765
3054     7,531          0   0,002096    0,02783  0,001393    0,0185
3043     7,533          0   0,002066    0,02742   0,00133   0,01765
2655     7,554          0   0,002579    0,03414  0,002918   0,03863
2383     7,577          0   0,001918    0,02532  0,002265   0,02989
2385     7,576          0   0,001922    0,02537  0,002278   0,03007
1073       7,5          0   0,008263     0,1102  0,007694    0,1026
2080      7,53          0   0,004863    0,06459   0,00304   0,04037
133      7,511          0   0,004064    0,05411  0,001139   0,01516
651      7,469          0   0,003911    0,05236 0,0005598  0,007495
1257     7,462          0   0,005759    0,07718  0,005677   0,07608
1256     7,463          0   0,005732    0,07681  0,005622   0,07534
3049     7,533          0   0,002066    0,02742   0,00133   0,01765
3057      7,53          0   0,002116     0,0281  0,001436   0,01907
2698     7,554          0    0,00258    0,03415   0,00292   0,03865
2756     7,554          0   0,002588    0,03426  0,002933   0,03883
2382     7,577          0   0,001918    0,02532  0,002265   0,02989
2389     7,575          0   0,001932     0,0255  0,002308   0,03046
1072       7,5          0   0,008332     0,1111  0,007771    0,1036
1069     7,505          0          0          0         0         0
2086      7,53          0   0,004864    0,06459  0,003036   0,04032
131       7,51          0   0,004064    0,05411  0,001111   0,01479
650      7,469          0   0,003911    0,05237 0,0005523  0,007394
1253      7,46          0   0,005801    0,07775   0,00576    0,0772
1255     7,463          0   0,005732    0,07681  0,005622   0,07534
3048     7,533          0   0,002066    0,02742   0,00133   0,01765
3056      7,53          0   0,002116     0,0281  0,001436   0,01907
3058      7,53          0   0,002126    0,02824  0,001457   0,01935
2697     7,554          0    0,00258    0,03415   0,00292   0,03865
2757     7,553          0   0,002604    0,03447  0,002958   0,03916
2395     7,575          0   0,001936    0,02556  0,002322   0,03065
2387     7,575          0   0,001932     0,0255  0,002308   0,03046
1071       7,5          0    0,00843     0,1124  0,007879     0,105
1068       7,5          0   0,008332     0,1111  0,007771    0,1036
2085     7,529          0   0,004864     0,0646  0,003028   0,04022
2084      7,53          0   0,004864    0,06459  0,003036   0,04032
130      7,509          0   0,004064    0,05412  0,001084   0,01443
649      7,468          0   0,003913    0,05239 0,0005333  0,007141
1294     7,459          0   0,005842    0,07833  0,005842   0,07832
1254     7,463          0   0,005732    0,07681  0,005622   0,07534
3047     7,533          0   0,002066    0,02742   0,00133   0,01765
3061     7,529          0   0,002138     0,0284  0,001482   0,01968
2700     7,554          0    0,00258    0,03415   0,00292   0,03865
2883     7,553          0   0,002616    0,03463  0,002978   0,03943
2394     7,575          0   0,001936    0,02556  0,002322   0,03065
2388     7,574          0   0,001941    0,02563  0,002337   0,03085
2386     7,575          0   0,001932     0,0255  0,002308   0,03046
1070       7,5          0   0,008504     0,1134  0,007962    0,1062
2092     7,529          0   0,004865    0,06462  0,003021   0,04012
2083      7,53          0   0,004864    0,06459  0,003036   0,04032
129      7,509          0   0,004065    0,05413  0,001063   0,01415
648      7,466          0   0,003914    0,05242 0,0005116  0,006851
1300     7,458          0   0,005856    0,07851  0,005869   0,07869
3060     7,529          0   0,002145     0,0285  0,001497   0,01989
2699     7,554          0    0,00258    0,03415   0,00292   0,03865
2884     7,552          0   0,002639    0,03495  0,003016   0,03993
2393     7,575          0   0,001936    0,02556  0,002322   0,03065
2396     7,574          0   0,001942    0,02563  0,002337   0,03086
1067       7,5          0   0,008549      0,114  0,008011    0,1068
2091     7,529          0   0,004865    0,06462  0,003021   0,04012
2096     7,529          0   0,004865    0,06462  0,003019    0,0401
128      7,509          0   0,004065    0,05414  0,001055   0,01405
647      7,466          0   0,003915    0,05244 0,0005002    0,0067
1301     7,458          0   0,005856    0,07851  0,005869   0,07869
1299     7,458          0   0,005858    0,07854  0,005872   0,07873
1297     7,458          0   0,005856    0,07851  0,005869   0,07869
3063     7,528          0   0,002159    0,02868  0,001525   0,02026
2737     7,554          0    0,00258    0,03415   0,00292   0,03865
2892     7,552          0   0,002656    0,03517  0,003043   0,04029
2397     7,574          0   0,001944    0,02566  0,002344   0,03095
1066       7,5          0   0,008605     0,1147  0,008073    0,1076
2090     7,529          0   0,004865    0,06462  0,003021   0,04012
2095     7,529          0   0,004865    0,06462  0,003019    0,0401
2094     7,528          0   0,004865    0,06463  0,003017   0,04008
150      7,509          0   0,004065    0,05414  0,001043   0,01389
646      7,466          0   0,003915    0,05244 0,0005002    0,0067
643      7,464          0   0,003918    0,05249 0,0004743  0,006355
1303     7,458          0   0,005856    0,07851  0,005869   0,07869
3062     7,524          0          0          0         0         0
3059     7,527          0   0,002171    0,02885  0,001546   0,02054
2736     7,554          0    0,00258    0,03415   0,00292   0,03865
2659     7,554          0    0,00258    0,03415   0,00292   0,03865
2894     7,551          0   0,002666    0,03531   0,00306   0,04052
2400     7,574          0    0,00195    0,02575  0,002364   0,03121
2399     7,574          0   0,001944    0,02566  0,002344   0,03095
1065       7,5          0   0,008731     0,1164  0,008212    0,1095
2089     7,529          0   0,004865    0,06462  0,003021   0,04012
2093     7,528          0   0,004867    0,06465  0,003011      0,04
149      7,509          0   0,004065    0,05414  0,001043   0,01389
168      7,508          0   0,004066    0,05416  0,001005   0,01338
645      7,466          0   0,003915    0,05244 0,0005002    0,0067
642      7,462          0    0,00392    0,05253  0,000453   0,00607
1304     7,458          0   0,005856    0,07851  0,005869   0,07869
1302     7,458          0   0,005856    0,07851  0,005869   0,07869
1120     7,458          0   0,005861    0,07859  0,005876   0,07879
1121     7,458          0   0,005856    0,07851  0,005869   0,07869
3070     7,527          0   0,002183    0,02901  0,001567   0,02082
2660     7,554          0    0,00258    0,03415   0,00292   0,03865
2895     7,551          0   0,002668    0,03534  0,003063   0,04056
2893     7,551          0   0,002669    0,03534  0,003064   0,04057
2889     7,551          0   0,002666    0,03531   0,00306   0,04052
2403     7,573          0   0,001952    0,02577  0,002368   0,03127
2398     7,574          0   0,001944    0,02566  0,002344   0,03095
1064       7,5          0    0,00883     0,1177  0,008321     0,111
2088     7,529          0   0,004865    0,06462  0,003021   0,04012
2100     7,527          0   0,004868    0,06467  0,003008   0,03996
169      7,508          0   0,004066    0,05416 0,0009954   0,01326
644      7,466          0   0,003915    0,05244 0,0005002    0,0067
553      7,462          0   0,003921    0,05255 0,0004446  0,005959
1308     7,458          0   0,005856    0,07851  0,005869   0,07869
1119     7,457          0   0,005897    0,07908  0,005919   0,07937
1117     7,458          0   0,005856    0,07851  0,005869   0,07869
3069     7,527          0   0,002183    0,02901  0,001567   0,02082
3067     7,526          0   0,002205     0,0293  0,001603   0,02131
2661     7,554          0    0,00258    0,03415   0,00292   0,03865
2896     7,551          0   0,002672    0,03539   0,00307   0,04065
2899     7,551          0   0,002672    0,03538  0,003069   0,04064
2890     7,551          0   0,002666    0,03531   0,00306   0,04052
1057       7,5          0   0,008857     0,1181  0,008351    0,1113
2087     7,529          0   0,004865    0,06462  0,003021   0,04012
2099     7,527          0   0,004868    0,06467  0,003008   0,03996
2098     7,527          0   0,004868    0,06467  0,003006   0,03993
170      7,507          0   0,004067    0,05417 0,0009797   0,01305
655      7,461          0   0,003922    0,05257 0,0004374  0,005862
1309     7,458          0   0,005856    0,07851  0,005869   0,07869
1118     7,456          0   0,005914    0,07932  0,005939   0,07966
1116     7,458          0   0,005856    0,07851  0,005869   0,07869
3068     7,527          0   0,002183    0,02901  0,001567   0,02082
3071     7,525          0   0,002218    0,02948  0,001627   0,02162
2662     7,554          0    0,00258    0,03415   0,00292   0,03865
2900     7,551          0   0,002673    0,03539   0,00307   0,04066
2898     7,551          0   0,002684    0,03554  0,003088    0,0409
2411     7,573          0   0,001956    0,02583  0,002383   0,03146
1056     7,499          0   0,008942     0,1192  0,008444    0,1126
2097     7,527          0   0,004868    0,06467  0,003008   0,03996
2104     7,527          0   0,004869    0,06468     0,003   0,03986
171      7,507          0   0,004067    0,05418 0,0009606    0,0128
657       7,46          0   0,003925    0,05261 0,0004246  0,005692
590      7,461          0   0,003922    0,05257 0,0004374  0,005862
1310     7,458          0   0,005856    0,07851  0,005869   0,07869
1305     7,458          0   0,005856    0,07851  0,005869   0,07869
1289     7,456          0   0,005938    0,07965  0,005968   0,08005
1290     7,458          0   0,005856    0,07851  0,005869   0,07869
3072     7,525          0   0,002231    0,02965  0,001649   0,02191
2938     7,525          0   0,002218    0,02948  0,001627   0,02162
2663     7,554          0    0,00258    0,03415   0,00292   0,03865
2901     7,551          0   0,002673     0,0354  0,003071   0,04067
2897     7,551          0   0,002686    0,03557  0,003091   0,04094
2888     7,551          0   0,002666    0,03531   0,00306   0,04052
2410     7,573          0   0,001956    0,02583  0,002383   0,03146
2413     7,573          0    0,00196    0,02589  0,002395   0,03162
1055     7,499          0   0,008967     0,1196  0,008471     0,113
1053     7,504          0          0          0         0         0
2103     7,526          0   0,004869     0,0647  0,002993   0,03977
2101     7,527          0   0,004869    0,06468     0,003   0,03986
184      7,507          0   0,004068    0,05419 0,0009478   0,01263
660       7,46          0   0,003925    0,05261 0,0004243  0,005687
661      7,459          0   0,003926    0,05263 0,0004193  0,005621
1307     7,458          0   0,005856    0,07851  0,005869   0,07869
3065     7,527          0   0,002183    0,02901  0,001567   0,02082
3074     7,524          0   0,002232    0,02966   0,00165   0,02193
2664     7,554          0    0,00258    0,03415   0,00292   0,03865
2902     7,551          0    0,00268     0,0355  0,003083   0,04082
2887     7,551          0   0,002666    0,03531   0,00306   0,04052
2412     7,573          0    0,00196    0,02589  0,002395   0,03162
2401     7,572          0   0,001963    0,02593  0,002403   0,03173
1054     7,499          0   0,009042     0,1206  0,008552     0,114
1051     7,499          0   0,008967     0,1196  0,008471     0,113
1052     7,504          0          0          0         0         0
2102     7,526          0    0,00487    0,06471  0,002987   0,03969
183      7,506          0   0,004065    0,05416 0,0009291   0,01238
188      7,507          0   0,004069    0,05421 0,0009465   0,01261
179      7,507          0   0,004069     0,0542 0,0009477   0,01263
659      7,456          0          0          0         0         0
656       7,46          0   0,003925    0,05261 0,0004243  0,005687
665      7,459          0   0,003927    0,05264 0,0004162   0,00558
1306     7,458          0   0,005856    0,07851  0,005869   0,07869
1293     7,455          0   0,005941    0,07968  0,005971   0,08009
3064     7,527          0   0,002183    0,02901  0,001567   0,02082
2665     7,554          0    0,00258    0,03415   0,00292   0,03865
2903     7,551          0    0,00269    0,03562  0,003098   0,04103
2727     7,551          0   0,002697    0,03572  0,003107   0,04115
2886     7,551          0   0,002666    0,03531   0,00306   0,04052
2417     7,572          0   0,001966    0,02596   0,00241   0,03183
1047     7,499          0   0,009098     0,1213  0,008635    0,1151
2107     7,526          0    0,00487    0,06472  0,002981   0,03961
182      7,506          0   0,004062    0,05412 0,0009003     0,012
178      7,506          0   0,004065    0,05416 0,0009291   0,01238
190      7,507          0   0,004069    0,05421 0,0009465   0,01261
187      7,507          0    0,00407    0,05422 0,0009461    0,0126
196      7,507          0   0,004071    0,05423 0,0009477   0,01262
658      7,456          0          0          0         0         0
664      7,458          0   0,003928    0,05268 0,0004101  0,005499
1292     7,454          0   0,005979    0,08021  0,006047   0,08113
1291     7,455          0   0,005941    0,07968  0,005971   0,08009
3081     7,524          0   0,002246    0,02985  0,001674   0,02225
2666     7,554          0    0,00258    0,03415   0,00292   0,03865
2907     7,551          0    0,00269    0,03562  0,003098   0,04103
2753     7,551          0   0,002695     0,0357  0,003107   0,04114
2726      7,55          0   0,002707    0,03585   0,00312   0,04132
2885     7,551          0   0,002666    0,03531   0,00306   0,04052
2433     7,572          0   0,001966    0,02596   0,00241   0,03183
2419     7,571          0   0,001981    0,02617  0,002422     0,032
1046     7,499          0   0,009216     0,1229   0,00881    0,1175
2108     7,526          0    0,00487    0,06472  0,002981   0,03961
2106     7,525          0   0,004871    0,06472  0,002978   0,03957
181      7,505          0   0,004057    0,05407  0,000865   0,01153
195      7,507          0   0,004074    0,05427 0,0009477   0,01262
667      7,457          0   0,003929    0,05269  0,000408  0,005471
1281     7,453          0   0,006021    0,08079   0,00613   0,08225
3080     7,524          0   0,002247    0,02986  0,001674   0,02225
3078     7,523          0   0,002271    0,03018  0,001719   0,02285
2667     7,554          0    0,00258    0,03415   0,00292   0,03865
2906     7,551          0    0,00269    0,03562  0,003098   0,04103
2752     7,551          0   0,002702    0,03578  0,003117   0,04128
2725      7,55          0   0,002707    0,03586  0,003121   0,04133
2432     7,572          0   0,001966    0,02596   0,00241   0,03183
2431     7,572          0   0,001966    0,02596   0,00241   0,03183
2418      7,57          0    0,00199    0,02629  0,002449   0,03234
1045     7,499          0   0,009216     0,1229   0,00881    0,1175
1037      7,49          0          0          0         0         0
2105     7,525          0   0,004871    0,06473  0,002975   0,03954
180      7,504          0   0,004056    0,05405 0,0008507   0,01134
192      7,507          0   0,004069    0,05421 0,0009465   0,01261
92       7,507          0   0,004074    0,05427 0,0009477   0,01262
666      7,457          0   0,003929    0,05269  0,000408  0,005471
663      7,456          0   0,003931    0,05272  0,000406  0,005445
1280     7,451          0   0,006069    0,08145  0,006222    0,0835
3086     7,524          0   0,002247    0,02986  0,001674   0,02225
3077     7,522          0   0,002286    0,03039  0,001747   0,02322
3075     7,523          0   0,002271    0,03018  0,001719   0,02285
2704     7,554          0    0,00258    0,03415   0,00292   0,03865
2905     7,551          0    0,00269    0,03562  0,003098   0,04103
2751     7,551          0   0,002706    0,03584  0,003125   0,04138
2724      7,55          0    0,00271     0,0359  0,003124   0,04138
2430     7,572          0   0,001966    0,02596   0,00241   0,03183
2437      7,57          0   0,001997    0,02638  0,002468    0,0326
1036     7,499          0   0,009216     0,1229   0,00881    0,1175
1034     7,503          0          0          0         0         0
2110     7,525          0   0,004872    0,06474  0,002971   0,03947
194      7,507          0   0,004069    0,05421 0,0009465   0,01261
191      7,507          0   0,004069    0,05421 0,0009465   0,01261
90       7,507          0   0,004077    0,05432 0,0009476   0,01262
662      7,456          0   0,003932    0,05273 0,0004055  0,005439
1279      7,45          0   0,006102     0,0819  0,006286   0,08438
3085     7,524          0   0,002247    0,02986  0,001674   0,02225
3079     7,524          0   0,002247    0,02986  0,001674   0,02225
3076     7,522          0   0,002287    0,03041  0,001749   0,02325
3082     7,523          0   0,002271    0,03018  0,001719   0,02285
2703     7,554          0    0,00258    0,03415   0,00292   0,03865
2904     7,551          0    0,00269    0,03562  0,003098   0,04103
2750      7,55          0   0,002715    0,03596  0,003138   0,04157
2781      7,55          0   0,002711    0,03591  0,003126    0,0414
2427     7,572          0   0,001966    0,02596   0,00241   0,03183
2429     7,572          0   0,001966    0,02596   0,00241   0,03183
2436     7,569          0   0,002002    0,02645  0,002483   0,03281
2439      7,57          0   0,001997    0,02638  0,002468    0,0326
2109     7,525          0   0,004873    0,06476   0,00297   0,03947
2111     7,525          0   0,004872    0,06475  0,002968   0,03944
176      7,504          0   0,004054    0,05402 0,0008351   0,01113
198      7,507          0   0,004069    0,05421 0,0009465   0,01261
199      7,507          0   0,004078    0,05432 0,0009476   0,01262
668      7,455          0   0,003933    0,05275 0,0004053  0,005437
1295     7,449          0   0,006136    0,08238  0,006353   0,08529
3087     7,521          0   0,002306    0,03066  0,001783   0,02371
3083     7,523          0   0,002271    0,03018  0,001719   0,02285
2702     7,554          0    0,00258    0,03415   0,00292   0,03865
2749      7,55          0   0,002718      0,036  0,003144   0,04165
2780      7,55          0   0,002713    0,03594  0,003129   0,04144
2673      7,55          0   0,002711    0,03591  0,003126    0,0414
2426     7,572          0   0,001966    0,02596   0,00241   0,03183
2450     7,572          0   0,001966    0,02596   0,00241   0,03183
2435     7,569          0   0,002008    0,02653  0,002501   0,03304
2438      7,57          0   0,001997    0,02638  0,002468    0,0326
2440      7,57          0   0,001997    0,02638  0,002468    0,0326
942      7,499          0   0,009216     0,1229   0,00881    0,1175
2112     7,524          0   0,004872    0,06475  0,002966   0,03942
177      7,504          0   0,004053    0,05401 0,0008287   0,01104
197      7,507          0   0,004069    0,05421 0,0009465   0,01261
193      7,507          0   0,004069    0,05421 0,0009465   0,01261
203      7,507          0   0,004081    0,05436 0,0009476   0,01262
669      7,455          0   0,003934    0,05277 0,0004057  0,005443
578      7,455          0   0,003933    0,05275 0,0004053  0,005437
1311     7,448          0   0,006167     0,0828  0,006413    0,0861
1282     7,449          0   0,006137    0,08238  0,006354    0,0853
3088     7,521          0   0,002306    0,03066  0,001783   0,02371
3091      7,52          0   0,002339     0,0311  0,001841   0,02448
3084     7,523          0   0,002271    0,03018  0,001719   0,02285
2748      7,55          0   0,002724    0,03608  0,003154   0,04177
2779      7,55          0   0,002729    0,03615  0,003155   0,04179
2672      7,55          0   0,002711    0,03591  0,003126    0,0414
2425     7,572          0   0,001966    0,02596   0,00241   0,03183
2420     7,572          0   0,001966    0,02596   0,00241   0,03183
2449     7,572          0   0,001966    0,02596   0,00241   0,03183
2448     7,572          0   0,001966    0,02596   0,00241   0,03183
2434     7,568          0   0,002016    0,02664  0,002524   0,03335
2442      7,57          0   0,001997    0,02638  0,002468    0,0326
941      7,499          0   0,009216     0,1229   0,00881    0,1175
2115     7,524          0   0,004872    0,06475  0,002966   0,03941
107      7,504          0   0,004053    0,05401 0,0008287   0,01104
103      7,503          0   0,004048    0,05395 0,0007813   0,01041
202      7,507          0   0,004081    0,05436 0,0009476   0,01262
200      7,507          0   0,004082    0,05438 0,0009476   0,01262
674      7,453          0   0,003938    0,05284 0,0004122  0,005532
1324     7,447          0   0,006187    0,08307  0,006451   0,08663
1314     7,448          0   0,006167     0,0828  0,006413    0,0861
1283     7,449          0   0,006137    0,08238  0,006354    0,0853
3089     7,521          0   0,002306    0,03066  0,001783   0,02371
3090     7,519          0   0,002349    0,03124  0,001859   0,02473
2747      7,55          0    0,00273    0,03616  0,003164    0,0419
2778      7,55          0    0,00273    0,03616  0,003156    0,0418
2424     7,572          0   0,001966    0,02596   0,00241   0,03183
2447     7,572          0   0,001966    0,02596   0,00241   0,03183
2445     7,568          0   0,002016    0,02664  0,002525   0,03336
2441      7,57          0   0,001997    0,02638  0,002468    0,0326
1031     7,499          0   0,009216     0,1229   0,00881    0,1175
108      7,504          0   0,004053    0,05401 0,0008287   0,01104
102      7,502          0   0,004043     0,0539 0,0007412   0,00988
201      7,507          0   0,004081    0,05436 0,0009476   0,01262
673      7,453          0   0,003938    0,05284 0,0004125  0,005535
670      7,453          0   0,003938    0,05284 0,0004122  0,005532
1323     7,446          0   0,006224    0,08359  0,006524   0,08762
1327     7,447          0   0,006187    0,08307  0,006452   0,08663
1313     7,448          0   0,006167     0,0828  0,006413    0,0861
3092     7,518          0   0,002366    0,03147  0,001891   0,02515
2746      7,55          0   0,002731    0,03617  0,003164   0,04191
2777     7,549          0   0,002744    0,03635  0,003179   0,04211
2423     7,572          0   0,001966    0,02596   0,00241   0,03183
2421      7,57          0   0,001997    0,02638  0,002468    0,0326
1030     7,499          0   0,009216     0,1229   0,00881    0,1175
2113     7,524          0   0,004872    0,06476  0,002963   0,03938
206      7,501          0   0,004041    0,05387 0,0007165  0,009552
672      7,452          0   0,003939    0,05286 0,0004162  0,005586
1322     7,445          0   0,006248    0,08392  0,006571   0,08825
1326     7,441          0          0          0         0         0
1325     7,441          0          0          0         0         0
1277     7,449          0   0,006137    0,08238  0,006354    0,0853
3094     7,518          0   0,002379    0,03164  0,001915   0,02547
2939     7,518          0   0,002367    0,03148  0,001891   0,02515
2711      7,55          0   0,002734    0,03622   0,00317   0,04199
2776     7,549          0   0,002762    0,03659  0,003208   0,04249
2416     7,572          0   0,001966    0,02596   0,00241   0,03183
2443     7,568          0   0,002025    0,02677   0,00255    0,0337
2121     7,524          0   0,004873    0,06476  0,002961   0,03935
205      7,501          0   0,004039    0,05384 0,0006985  0,009312
671      7,452          0   0,003939    0,05286 0,0004166   0,00559
1331     7,444          0    0,00629    0,08451  0,006653   0,08937
1252     7,449          0   0,006139    0,08241  0,006355   0,08531
3093     7,518          0   0,002379    0,03164  0,001915   0,02547
3121     7,515          0   0,002429    0,03232  0,001992    0,0265
2710      7,55          0   0,002741     0,0363   0,00318   0,04212
2775     7,549          0    0,00277     0,0367  0,003222   0,04268
2268     7,567          0    0,00203    0,02683  0,002563   0,03387
2415      7,57          0   0,001997    0,02638  0,002468    0,0326
2120     7,524          0   0,004873    0,06476  0,002961   0,03935
2119     7,524          0   0,004873    0,06477  0,002958   0,03932
204        7,5          0   0,004037    0,05382 0,0006782  0,009042
601      7,451          0   0,003941    0,05289 0,0004223  0,005667
1330     7,444          0   0,006314    0,08482  0,006694   0,08993
1333     7,443          0   0,006299    0,08463  0,006671   0,08963
