3550;-46,6324684;-23,5285974
3545;-46,6324688;-23,5285974
3544;-46,6375896;-23,5303023
8827;-46,6254782;-23,5254297
8826;-46,6251226;-23,5254158
8825;-46,6241151;-23,5254436
8824;-46,6240966;-23,5254444
8823;-46,6232055;-23,5254800
8822;-46,6231942;-23,5254711
8821;-46,6231495;-23,5249381
8820;-46,6231805;-23,5243868
8819;-46,6231490;-23,5249210
8817;-46,6231737;-23,5243774
8816;-46,6256728;-23,5257594
8815;-46,6254893;-23,5254369
8814;-46,6375954;-23,5302852
8813;-46,6375896;-23,5303023
8812;-46,6376115;-23,5302233
8811;-46,6376816;-23,5291247
8810;-46,6374323;-23,5291956
8809;-46,6368601;-23,5286673
8808;-46,6369884;-23,5289475
8807;-46,6369884;-23,5289477
8806;-46,6370671;-23,5291204
8805;-46,6370701;-23,5291268
8804;-46,6371455;-23,5292793
8803;-46,6285208;-23,5273412
8802;-46,6285190;-23,5273272
8801;-46,6285598;-23,5261654
8800;-46,6256795;-23,5257631
8799;-46,6256793;-23,5257562
8798;-46,6256790;-23,5257477
8797;-46,6256776;-23,5257024
8796;-46,6263523;-23,5259571
8795;-46,6260890;-23,5259327
8794;-46,6259140;-23,5259165
8793;-46,6257362;-23,5259000
8792;-46,6257326;-23,5258973
8791;-46,6256851;-23,5258614
8790;-46,6256801;-23,5257794
8789;-46,6256797;-23,5257716
8788;-46,6284055;-23,5264666
8787;-46,6282644;-23,5267323
8786;-46,6282642;-23,5267329
8785;-46,6281759;-23,5269256
8784;-46,6281748;-23,5269279
8783;-46,6281213;-23,5270169
8782;-46,6281209;-23,5270177
8781;-46,6280643;-23,5271344
8780;-46,6280636;-23,5271358
8779;-46,6280455;-23,5271719
8778;-46,6280376;-23,5271875
8777;-46,6279680;-23,5273264
8776;-46,6278448;-23,5275541
8775;-46,6277313;-23,5277781
8774;-46,6277298;-23,5277809
8773;-46,6276030;-23,5280135
8772;-46,6269575;-23,5260125
8771;-46,6266984;-23,5259892
8770;-46,6266980;-23,5259892
8769;-46,6359967;-23,5295991
8768;-46,6360771;-23,5298397
8767;-46,6360772;-23,5298400
8766;-46,6361162;-23,5299562
8765;-46,6358221;-23,5296256
8764;-46,6356949;-23,5296572
8763;-46,6356947;-23,5296573
8762;-46,6354704;-23,5297137
8761;-46,6353045;-23,5297606
8760;-46,6353043;-23,5297606
8759;-46,6351580;-23,5297983
8758;-46,6350116;-23,5298359
8757;-46,6350113;-23,5298360
8756;-46,6348553;-23,5298737
8755;-46,6348551;-23,5298738
8754;-46,6346601;-23,5299299
8753;-46,6346600;-23,5299300
8752;-46,6344259;-23,5299956
8751;-46,6344257;-23,5299956
8750;-46,6342992;-23,5300331
8749;-46,6342988;-23,5300331
8748;-46,6361649;-23,5300975
8747;-46,6361496;-23,5300542
8746;-46,6359897;-23,5299775
8745;-46,6361491;-23,5300525
8744;-46,6386023;-23,5288948
8743;-46,6382523;-23,5289794
8742;-46,6381413;-23,5289975
8741;-46,6324679;-23,5285974
8740;-46,6298269;-23,5283829
8739;-46,6296786;-23,5284218
8738;-46,6296658;-23,5284250
8737;-46,6363726;-23,5306950
8736;-46,6363724;-23,5306943
8735;-46,6363329;-23,5305799
8734;-46,6362923;-23,5304629
8733;-46,6364376;-23,5309074
8732;-46,6364801;-23,5310287
8731;-46,6365363;-23,5311918
8730;-46,6365761;-23,5313295
8728;-46,6379163;-23,5282084
8727;-46,6299505;-23,5292562
8726;-46,6296090;-23,5293591
8725;-46,6320345;-23,5287387
8724;-46,6351443;-23,5277621
8723;-46,6352397;-23,5277339
8722;-46,6291768;-23,5294764
8721;-46,6290343;-23,5295286
8720;-46,6311201;-23,5285892
8719;-46,6311116;-23,5285650
8717;-46,6323637;-23,5286186
8716;-46,6323791;-23,5286258
8715;-46,6329165;-23,5284381
8714;-46,6334661;-23,5282729
8713;-46,6339113;-23,5281587
8712;-46,6339841;-23,5295377
8711;-46,6339811;-23,5295360
8710;-46,6343561;-23,5303492
8709;-46,6343555;-23,5303473
8708;-46,6344329;-23,5306083
8707;-46,6345323;-23,5309264
8706;-46,6352209;-23,5285688
8705;-46,6279262;-23,5261029
8704;-46,6277617;-23,5260872
8703;-46,6276380;-23,5260754
8702;-46,6274643;-23,5260589
8701;-46,6272876;-23,5260421
8700;-46,6283940;-23,5287531
8699;-46,6283384;-23,5287674
8698;-46,6281822;-23,5288142
8697;-46,6279771;-23,5288615
8696;-46,6277324;-23,5288729
8695;-46,6277722;-23,5289177
8694;-46,6280025;-23,5283529
8693;-46,6278759;-23,5285916
8692;-46,6281138;-23,5281411
8691;-46,6282104;-23,5279577
8690;-46,6282505;-23,5278813
8689;-46,6282880;-23,5278081
8688;-46,6283438;-23,5276945
8687;-46,6284167;-23,5275585
8686;-46,6283471;-23,5276881
8685;-46,6283447;-23,5276927
8684;-46,6279299;-23,5261031
8683;-46,6282405;-23,5261337
8682;-46,6284630;-23,5261531
8681;-46,6285267;-23,5261573
8680;-46,6285659;-23,5261389
8679;-46,6284759;-23,5287217
8678;-46,6284848;-23,5287297
8677;-46,6285263;-23,5273296
8676;-46,6285757;-23,5261344
8675;-46,6286359;-23,5259983
8674;-46,6286401;-23,5271566
8673;-46,6291493;-23,5262214
8672;-46,6289857;-23,5264579
8671;-46,6288817;-23,5266643
8670;-46,6288805;-23,5266667
8669;-46,6288517;-23,5267121
8668;-46,6287395;-23,5269250
8667;-46,6287369;-23,5269300
8666;-46,6285932;-23,5271934
8665;-46,6295080;-23,5268812
8664;-46,6290026;-23,5270356
8663;-46,6289051;-23,5270727
8662;-46,6286534;-23,5271471
8661;-46,6286513;-23,5271477
8660;-46,6287723;-23,5286562
8659;-46,6288426;-23,5286381
8658;-46,6289605;-23,5286079
8657;-46,6291048;-23,5285721
8656;-46,6290551;-23,5262973
8655;-46,6290641;-23,5263052
8654;-46,6290819;-23,5263214
8653;-46,6291165;-23,5293171
8652;-46,6291595;-23,5294361
8651;-46,6292067;-23,5294654
8650;-46,6292023;-23,5286977
8649;-46,6292801;-23,5285386
8648;-46,6291118;-23,5293041
8647;-46,6290730;-23,5291938
8646;-46,6291205;-23,5289147
8645;-46,6291773;-23,5286915
8644;-46,6292000;-23,5285452
8643;-46,6291887;-23,5269623
8642;-46,6291976;-23,5269704
8641;-46,6292521;-23,5284306
8640;-46,6292255;-23,5284472
8639;-46,6292555;-23,5283272
8638;-46,6292550;-23,5283291
8637;-46,6293332;-23,5281606
8636;-46,6292999;-23,5281487
8635;-46,6294891;-23,5275724
8634;-46,6293848;-23,5278534
8633;-46,6296643;-23,5284256
8632;-46,6294219;-23,5285100
8631;-46,6294518;-23,5276459
8630;-46,6294607;-23,5276539
8629;-46,6298412;-23,5283791
8628;-46,6299490;-23,5283045
8627;-46,6302201;-23,5282897
8626;-46,6299763;-23,5283437
