CAI  0109;8487;-46,6372703;-23,5296508
CAI  0109;8486;-46,6373122;-23,5296289
CAI  0109;8485;-46,6373082;-23,5293785
CAI  0109;8484;-46,6373171;-23,5293866
CAI  0109;8483;-46,6371398;-23,5292679
CAI  0109;8482;-46,6373218;-23,5292224
CAI  0109;8481;-46,6379887;-23,5290454
CAI  0109;8480;-46,6376958;-23,5291206
CAI  0109;8479;-46,6375009;-23,5299897
CAI  0109;8478;-46,6373413;-23,5296860
CAI  0109;8477;-46,6373404;-23,5296843
CAI  0109;8476;-46,6374115;-23,5298109
CAI  0109;8475;-46,6374204;-23,5298189
CAI  0109;8474;-46,6375523;-23,5301074
CAI  0109;8473;-46,6375612;-23,5301154
CAI  0109;8472;-46,6376113;-23,5302142
CAI  0109;8471;-46,6377447;-23,5304506
CAI  0109;8470;-46,6377025;-23,5304273
CAI  0109;8469;-46,6377238;-23,5304199
CAI  0109;8468;-46,6377672;-23,5304949
CAI  0109;8467;-46,6377741;-23,5305672
CAI  0109;8466;-46,6378099;-23,5303485
CAI  0109;8465;-46,6378188;-23,5303566
CAI  0109;8464;-46,6378133;-23,5306194
CAI  0109;8463;-46,6377954;-23,5305600
CAI  0109;8462;-46,6378280;-23,5306271
CAI  0109;8461;-46,6379062;-23,5307856
CAI  0109;8459;-46,6378894;-23,5282164
CAI  0109;8458;-46,6379629;-23,5284686
CAI  0109;8457;-46,6379719;-23,5284766
CAI  0109;8456;-46,6380734;-23,5287645
CAI  0109;8455;-46,6380938;-23,5288617
CAI  0109;8454;-46,6381651;-23,5290525
CAI  0109;8453;-46,6381450;-23,5290166
CAI  0109;8452;-46,6380942;-23,5288637
CAI  0109;8451;-46,6381350;-23,5289987
CAI  0109;8450;-46,6382070;-23,5291750
CAI  0109;8449;-46,6382063;-23,5291731
CAI  0109;8448;-46,6382961;-23,5293985
CAI  0109;8447;-46,6382362;-23,5292595
CAI  0109;8446;-46,6384776;-23,5289147
CAI  0109;8445;-46,6384867;-23,5289227
CAI  0109;3523;-46,6386037;-23,5288948
CAI  0108;3510;-46,6398091;-23,5289772
CAI  0108;3507;-46,6398075;-23,5289772
CAI  0108;3502;-46,6385603;-23,5313267
CAI  0108;3501;-46,6385586;-23,5313267
CAI  0108;3497;-46,6396599;-23,5274520
CAI  0108;3495;-46,6386032;-23,5288948
CAI  0108;3493;-46,6355954;-23,5316229
CAI  0108;3491;-46,6356597;-23,5316096
CAI  0108;3489;-46,6376163;-23,5335234
CAI  0108;3487;-46,6377438;-23,5333254
CAI  0108;3485;-46,6380230;-23,5329356
