Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 964676.195994346, 325087.583033164, 49793.8283754026, 52833.636775894, 10633.4988812571, 42155.5317455155, 604.021257087915
