
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"1054.4"           ,    0.00000,  4.61769E-0004,  7.96743E+0003
"1051.1"           ,    0.00000,  7.89114E+0003,  7.96743E+0003
"1051.2"           ,    0.00000,  7.88410E+0003,  7.96743E+0003
"1051.3"           ,    0.00000,  7.88063E+0003,  7.96743E+0003
"1051.4"           ,    0.00000,  3.47228E-0004,  7.96743E+0003
"1052.3"           ,    0.00000,  7.88065E+0003,  7.96743E+0003
"2102.1"           ,    0.00000,  7.89426E+0003,  7.96743E+0003
"2102.2"           ,    0.00000,  7.88742E+0003,  7.96743E+0003
"2102.3"           ,    0.00000,  7.88782E+0003,  7.96743E+0003
"183.1"            ,    0.00000,  7.88489E+0003,  7.96743E+0003
"183.2"            ,    0.00000,  7.87232E+0003,  7.96743E+0003
"183.3"            ,    0.00000,  7.88013E+0003,  7.96743E+0003
"188.1"            ,    0.00000,  7.88499E+0003,  7.96743E+0003
"188.2"            ,    0.00000,  7.87251E+0003,  7.96743E+0003
"188.3"            ,    0.00000,  7.88022E+0003,  7.96743E+0003
"179.1"            ,    0.00000,  7.88499E+0003,  7.96743E+0003
"179.2"            ,    0.00000,  7.87252E+0003,  7.96743E+0003
"179.3"            ,    0.00000,  7.88023E+0003,  7.96743E+0003
"659.2"            ,    0.00000,  7.86702E+0003,  7.96743E+0003
"660.4"            ,    0.00000,  1.42070E-0004,  7.96743E+0003
"656.1"            ,    0.00000,  7.87144E+0003,  7.96743E+0003
"656.2"            ,    0.00000,  7.86702E+0003,  7.96743E+0003
"656.3"            ,    0.00000,  7.86281E+0003,  7.96743E+0003
"665.1"            ,    0.00000,  7.87111E+0003,  7.96743E+0003
"665.2"            ,    0.00000,  7.86671E+0003,  7.96743E+0003
"665.3"            ,    0.00000,  7.86245E+0003,  7.96743E+0003
"1306.1"           ,    0.00000,  7.86733E+0003,  7.96743E+0003
"1306.2"           ,    0.00000,  7.86139E+0003,  7.96743E+0003
"1306.3"           ,    0.00000,  7.86135E+0003,  7.96743E+0003
"1289.4"           ,    0.00000,  7.58716E-0001,  7.96743E+0003
"1293.1"           ,    0.00000,  7.86631E+0003,  7.96743E+0003
"1293.2"           ,    0.00000,  7.86035E+0003,  7.96743E+0003
"1293.3"           ,    0.00000,  7.86043E+0003,  7.96743E+0003
"1293.4"           ,    0.00000,  7.58232E-0001,  7.96743E+0003
"3064.1"           ,    0.00000,  7.89089E+0003,  7.96743E+0003
"3064.2"           ,    0.00000,  7.88432E+0003,  7.96743E+0003
"3064.3"           ,    0.00000,  7.88567E+0003,  7.96743E+0003
"3064.4"           ,    0.00000,  2.17649E+0000,  7.96743E+0003
"2665.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2665.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2665.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2903.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2903.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2903.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2727.1"           ,    0.00000,  7.91909E+0003,  7.96743E+0003
"2727.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2727.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2886.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2886.2"           ,    0.00000,  7.91847E+0003,  7.96743E+0003
"2886.3"           ,    0.00000,  7.91206E+0003,  7.96743E+0003
"2886.4"           ,    0.00000,  1.42693E+0000,  7.96743E+0003
"2417.1"           ,    0.00000,  7.93182E+0003,  7.96743E+0003
"2417.2"           ,    0.00000,  7.92393E+0003,  7.96743E+0003
"2417.3"           ,    0.00000,  7.90614E+0003,  7.96743E+0003
"1047.1"           ,    0.00000,  7.89115E+0003,  7.96743E+0003
"1047.2"           ,    0.00000,  7.88411E+0003,  7.96743E+0003
"1047.3"           ,    0.00000,  7.88065E+0003,  7.96743E+0003
"2107.1"           ,    0.00000,  7.89413E+0003,  7.96743E+0003
"2107.2"           ,    0.00000,  7.88728E+0003,  7.96743E+0003
"2107.3"           ,    0.00000,  7.88770E+0003,  7.96743E+0003
"182.1"            ,    0.00000,  7.88473E+0003,  7.96743E+0003
"182.2"            ,    0.00000,  7.87201E+0003,  7.96743E+0003
"182.3"            ,    0.00000,  7.87999E+0003,  7.96743E+0003
"178.1"            ,    0.00000,  7.88489E+0003,  7.96743E+0003
"178.2"            ,    0.00000,  7.87232E+0003,  7.96743E+0003
"178.3"            ,    0.00000,  7.88013E+0003,  7.96743E+0003
"178.4"            ,    0.00001,  4.03447E+0000,  7.96743E+0003
"183.4"            ,    0.00001,  4.03447E+0000,  7.96743E+0003
"190.1"            ,    0.00000,  7.88498E+0003,  7.96743E+0003
"190.2"            ,    0.00000,  7.87250E+0003,  7.96743E+0003
"190.3"            ,    0.00000,  7.88022E+0003,  7.96743E+0003
"188.4"            ,    0.00000,  1.48478E-0003,  7.96743E+0003
"187.1"            ,    0.00000,  7.88499E+0003,  7.96743E+0003
"187.2"            ,    0.00000,  7.87250E+0003,  7.96743E+0003
"196.1"            ,    0.00000,  7.88498E+0003,  7.96743E+0003
"196.2"            ,    0.00000,  7.87252E+0003,  7.96743E+0003
"196.3"            ,    0.00000,  7.88023E+0003,  7.96743E+0003
"658.2"            ,    0.00000,  7.86702E+0003,  7.96743E+0003
"664.1"            ,    0.00000,  7.87078E+0003,  7.96743E+0003
"664.2"            ,    0.00000,  7.86639E+0003,  7.96743E+0003
"664.3"            ,    0.00000,  7.86210E+0003,  7.96743E+0003
"1292.1"           ,    0.00000,  7.86584E+0003,  7.96743E+0003
"1292.2"           ,    0.00000,  7.85988E+0003,  7.96743E+0003
"1292.3"           ,    0.00000,  7.86001E+0003,  7.96743E+0003
"1291.1"           ,    0.00000,  7.86631E+0003,  7.96743E+0003
"1291.2"           ,    0.00000,  7.86035E+0003,  7.96743E+0003
"1291.3"           ,    0.00000,  7.86043E+0003,  7.96743E+0003
"3081.1"           ,    0.00000,  7.89023E+0003,  7.96743E+0003
"3081.2"           ,    0.00000,  7.88345E+0003,  7.96743E+0003
"3081.3"           ,    0.00000,  7.88506E+0003,  7.96743E+0003
"2666.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2666.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2666.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2907.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2907.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2907.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2753.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2753.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2753.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2726.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2726.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2726.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2885.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2885.2"           ,    0.00000,  7.91847E+0003,  7.96743E+0003
"2885.3"           ,    0.00000,  7.91206E+0003,  7.96743E+0003
"2885.4"           ,    0.00000,  1.42693E+0000,  7.96743E+0003
"2433.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2433.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2433.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2419.1"           ,    0.00000,  7.93158E+0003,  7.96743E+0003
"2419.2"           ,    0.00000,  7.92362E+0003,  7.96743E+0003
"2419.3"           ,    0.00000,  7.90568E+0003,  7.96743E+0003
"1046.1"           ,    0.00000,  7.89115E+0003,  7.96743E+0003
"1046.2"           ,    0.00000,  7.88411E+0003,  7.96743E+0003
"1046.3"           ,    0.00000,  7.88064E+0003,  7.96743E+0003
"2108.1"           ,    0.00000,  7.89413E+0003,  7.96743E+0003
"2108.2"           ,    0.00000,  7.88728E+0003,  7.96743E+0003
"2108.3"           ,    0.00000,  7.88770E+0003,  7.96743E+0003
"2108.4"           ,    0.00000,  1.70058E+0000,  7.96743E+0003
"2107.4"           ,    0.00000,  1.70058E+0000,  7.96743E+0003
"2106.1"           ,    0.00000,  7.89407E+0003,  7.96743E+0003
"2106.2"           ,    0.00000,  7.88721E+0003,  7.96743E+0003
"2106.3"           ,    0.00000,  7.88763E+0003,  7.96743E+0003
"181.1"            ,    0.00000,  7.88453E+0003,  7.96743E+0003
"181.2"            ,    0.00000,  7.87164E+0003,  7.96743E+0003
"181.3"            ,    0.00000,  7.87981E+0003,  7.96743E+0003
"195.1"            ,    0.00000,  7.88497E+0003,  7.96743E+0003
"195.2"            ,    0.00000,  7.87253E+0003,  7.96743E+0003
"195.3"            ,    0.00000,  7.88023E+0003,  7.96743E+0003
"667.1"            ,    0.00000,  7.87061E+0003,  7.96743E+0003
"667.2"            ,    0.00000,  7.86624E+0003,  7.96743E+0003
"667.3"            ,    0.00000,  7.86193E+0003,  7.96743E+0003
"1281.1"           ,    0.00000,  7.86534E+0003,  7.96743E+0003
"1281.2"           ,    0.00000,  7.85938E+0003,  7.96743E+0003
"1281.3"           ,    0.00000,  7.85956E+0003,  7.96743E+0003
"3080.1"           ,    0.00000,  7.89023E+0003,  7.96743E+0003
"3080.2"           ,    0.00000,  7.88345E+0003,  7.96743E+0003
"3080.3"           ,    0.00000,  7.88506E+0003,  7.96743E+0003
"3078.1"           ,    0.00000,  7.88995E+0003,  7.96743E+0003
"3078.2"           ,    0.00000,  7.88308E+0003,  7.96743E+0003
"3078.3"           ,    0.00000,  7.88480E+0003,  7.96743E+0003
"2667.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2667.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2667.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2906.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2906.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2906.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2752.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2752.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2752.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2725.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2725.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2725.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2432.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2432.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2432.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2432.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2433.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2431.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2431.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2431.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2418.1"           ,    0.00000,  7.93146E+0003,  7.96743E+0003
"2418.2"           ,    0.00000,  7.92340E+0003,  7.96743E+0003
"2418.3"           ,    0.00000,  7.90528E+0003,  7.96743E+0003
"1045.1"           ,    0.00000,  7.89115E+0003,  7.96743E+0003
"1045.2"           ,    0.00000,  7.88411E+0003,  7.96743E+0003
"1045.3"           ,    0.00000,  7.88064E+0003,  7.96743E+0003
"1037.1"           ,    0.00000,  7.89115E+0003,  7.96743E+0003
"1046.4"           ,    0.00000,  9.94291E-0006,  7.96743E+0003
"2105.1"           ,    0.00000,  7.89400E+0003,  7.96743E+0003
"2105.2"           ,    0.00000,  7.88714E+0003,  7.96743E+0003
"2105.3"           ,    0.00000,  7.88757E+0003,  7.96743E+0003
"180.1"            ,    0.00000,  7.88445E+0003,  7.96743E+0003
"180.2"            ,    0.00000,  7.87148E+0003,  7.96743E+0003
"180.3"            ,    0.00000,  7.87973E+0003,  7.96743E+0003
"192.1"            ,    0.00000,  7.88497E+0003,  7.96743E+0003
"192.2"            ,    0.00000,  7.87249E+0003,  7.96743E+0003
"192.3"            ,    0.00000,  7.88021E+0003,  7.96743E+0003
"92.1"             ,    0.00000,  7.88497E+0003,  7.96743E+0003
"92.2"             ,    0.00000,  7.87253E+0003,  7.96743E+0003
"92.3"             ,    0.00000,  7.88023E+0003,  7.96743E+0003
"666.1"            ,    0.00000,  7.87060E+0003,  7.96743E+0003
"666.2"            ,    0.00000,  7.86624E+0003,  7.96743E+0003
"666.3"            ,    0.00000,  7.86193E+0003,  7.96743E+0003
"667.4"            ,    0.00000,  3.54681E-0003,  7.96743E+0003
"663.1"            ,    0.00000,  7.87040E+0003,  7.96743E+0003
"663.2"            ,    0.00000,  7.86601E+0003,  7.96743E+0003
"663.3"            ,    0.00000,  7.86168E+0003,  7.96743E+0003
"1280.1"           ,    0.00000,  7.86477E+0003,  7.96743E+0003
"1280.2"           ,    0.00000,  7.85881E+0003,  7.96743E+0003
"1280.3"           ,    0.00000,  7.85905E+0003,  7.96743E+0003
"3086.1"           ,    0.00000,  7.89023E+0003,  7.96743E+0003
"3086.2"           ,    0.00000,  7.88345E+0003,  7.96743E+0003
"3086.3"           ,    0.00000,  7.88506E+0003,  7.96743E+0003
"3077.1"           ,    0.00000,  7.88977E+0003,  7.96743E+0003
"3077.2"           ,    0.00000,  7.88285E+0003,  7.96743E+0003
"3077.3"           ,    0.00000,  7.88463E+0003,  7.96743E+0003
"3075.1"           ,    0.00000,  7.88995E+0003,  7.96743E+0003
"3075.2"           ,    0.00000,  7.88308E+0003,  7.96743E+0003
"3075.3"           ,    0.00000,  7.88480E+0003,  7.96743E+0003
"2704.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2704.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2704.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2905.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2905.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2905.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2751.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2751.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2751.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2724.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2724.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2724.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2430.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2430.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2430.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2437.1"           ,    0.00000,  7.93138E+0003,  7.96743E+0003
"2437.2"           ,    0.00000,  7.92324E+0003,  7.96743E+0003
"2437.3"           ,    0.00000,  7.90498E+0003,  7.96743E+0003
"1036.1"           ,    0.00000,  7.89115E+0003,  7.96743E+0003
"1036.2"           ,    0.00000,  7.88411E+0003,  7.96743E+0003
"1036.3"           ,    0.00000,  7.88064E+0003,  7.96743E+0003
"1034.2"           ,    0.00000,  7.88411E+0003,  7.96743E+0003
"1045.4"           ,    0.00000,  3.53071E-0005,  7.96743E+0003
"2110.1"           ,    0.00000,  7.89389E+0003,  7.96743E+0003
"2110.2"           ,    0.00000,  7.88702E+0003,  7.96743E+0003
"2110.3"           ,    0.00000,  7.88746E+0003,  7.96743E+0003
"194.1"            ,    0.00000,  7.88496E+0003,  7.96743E+0003
"194.2"            ,    0.00000,  7.87248E+0003,  7.96743E+0003
"194.3"            ,    0.00000,  7.88019E+0003,  7.96743E+0003
"191.1"            ,    0.00000,  7.88497E+0003,  7.96743E+0003
"191.2"            ,    0.00000,  7.87249E+0003,  7.96743E+0003
"191.3"            ,    0.00000,  7.88021E+0003,  7.96743E+0003
"191.4"            ,    0.00000,  7.66527E+0003,  7.96743E+0003
"192.4"            ,    0.00000,  7.66527E+0003,  7.96743E+0003
"90.1"             ,    0.00000,  7.88495E+0003,  7.96743E+0003
"90.2"             ,    0.00000,  7.87253E+0003,  7.96743E+0003
"90.3"             ,    0.00000,  7.88022E+0003,  7.96743E+0003
"662.1"            ,    0.00000,  7.87030E+0003,  7.96743E+0003
"662.2"            ,    0.00000,  7.86590E+0003,  7.96743E+0003
"662.3"            ,    0.00000,  7.86156E+0003,  7.96743E+0003
"1279.1"           ,    0.00000,  7.86437E+0003,  7.96743E+0003
"1279.2"           ,    0.00000,  7.85841E+0003,  7.96743E+0003
"1279.3"           ,    0.00000,  7.85869E+0003,  7.96743E+0003
"3085.1"           ,    0.00000,  7.89022E+0003,  7.96743E+0003
"3085.2"           ,    0.00000,  7.88345E+0003,  7.96743E+0003
"3086.4"           ,    0.00000,  4.09839E-0004,  7.96743E+0003
"3079.1"           ,    0.00000,  7.89023E+0003,  7.96743E+0003
"3079.2"           ,    0.00000,  7.88345E+0003,  7.96743E+0003
"3079.3"           ,    0.00000,  7.88506E+0003,  7.96743E+0003
"3076.1"           ,    0.00000,  7.88976E+0003,  7.96743E+0003
"3076.2"           ,    0.00000,  7.88283E+0003,  7.96743E+0003
"3076.3"           ,    0.00000,  7.88462E+0003,  7.96743E+0003
"3082.1"           ,    0.00000,  7.88995E+0003,  7.96743E+0003
"3082.2"           ,    0.00000,  7.88308E+0003,  7.96743E+0003
"3082.3"           ,    0.00000,  7.88480E+0003,  7.96743E+0003
"2703.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2703.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2703.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2904.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2904.2"           ,    0.00000,  7.91845E+0003,  7.96743E+0003
"2904.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2750.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2750.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2750.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2781.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2781.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2781.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2427.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2427.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2427.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2427.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2429.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2429.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2429.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2436.1"           ,    0.00000,  7.93131E+0003,  7.96743E+0003
"2436.2"           ,    0.00000,  7.92312E+0003,  7.96743E+0003
"2436.3"           ,    0.00000,  7.90474E+0003,  7.96743E+0003
"2439.1"           ,    0.00000,  7.93137E+0003,  7.96743E+0003
"2439.2"           ,    0.00000,  7.92322E+0003,  7.96743E+0003
"2439.3"           ,    0.00000,  7.90498E+0003,  7.96743E+0003
"2109.1"           ,    0.00000,  7.89389E+0003,  7.96743E+0003
"2109.2"           ,    0.00000,  7.88702E+0003,  7.96743E+0003
"2109.3"           ,    0.00000,  7.88746E+0003,  7.96743E+0003
"2110.4"           ,    0.00000,  8.21956E-0004,  7.96743E+0003
"2111.1"           ,    0.00000,  7.89377E+0003,  7.96743E+0003
"2111.2"           ,    0.00000,  7.88690E+0003,  7.96743E+0003
"2111.3"           ,    0.00000,  7.88734E+0003,  7.96743E+0003
"176.1"            ,    0.00000,  7.88436E+0003,  7.96743E+0003
"176.2"            ,    0.00000,  7.87132E+0003,  7.96743E+0003
"176.3"            ,    0.00000,  7.87965E+0003,  7.96743E+0003
"198.1"            ,    0.00000,  7.88495E+0003,  7.96743E+0003
"198.2"            ,    0.00000,  7.87247E+0003,  7.96743E+0003
"198.3"            ,    0.00000,  7.88018E+0003,  7.96743E+0003
"199.1"            ,    0.00000,  7.88495E+0003,  7.96743E+0003
"199.2"            ,    0.00000,  7.87253E+0003,  7.96743E+0003
"199.3"            ,    0.00000,  7.88022E+0003,  7.96743E+0003
"668.1"            ,    0.00000,  7.87016E+0003,  7.96743E+0003
"668.2"            ,    0.00000,  7.86575E+0003,  7.96743E+0003
"668.3"            ,    0.00000,  7.86140E+0003,  7.96743E+0003
"1295.1"           ,    0.00000,  7.86397E+0003,  7.96743E+0003
"1295.2"           ,    0.00000,  7.85800E+0003,  7.96743E+0003
"1295.3"           ,    0.00000,  7.85832E+0003,  7.96743E+0003
"3087.1"           ,    0.00000,  7.88955E+0003,  7.96743E+0003
"3087.2"           ,    0.00000,  7.88255E+0003,  7.96743E+0003
"3087.3"           ,    0.00000,  7.88442E+0003,  7.96743E+0003
"3083.1"           ,    0.00000,  7.88995E+0003,  7.96743E+0003
"3083.2"           ,    0.00000,  7.88308E+0003,  7.96743E+0003
"3083.3"           ,    0.00000,  7.88480E+0003,  7.96743E+0003
"2702.1"           ,    0.00000,  7.91925E+0003,  7.96743E+0003
"2702.2"           ,    0.00000,  7.91852E+0003,  7.96743E+0003
"2702.3"           ,    0.00000,  7.91211E+0003,  7.96743E+0003
"2749.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2749.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2749.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2780.1"           ,    0.00000,  7.91906E+0003,  7.96743E+0003
"2780.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2780.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2673.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2673.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2673.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2426.1"           ,    0.00000,  7.93180E+0003,  7.96743E+0003
"2426.2"           ,    0.00000,  7.92391E+0003,  7.96743E+0003
"2426.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2426.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2450.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2450.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2450.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2435.1"           ,    0.00000,  7.93124E+0003,  7.96743E+0003
"2435.2"           ,    0.00000,  7.92298E+0003,  7.96743E+0003
"2435.3"           ,    0.00000,  7.90447E+0003,  7.96743E+0003
"2438.1"           ,    0.00000,  7.93137E+0003,  7.96743E+0003
"2438.2"           ,    0.00000,  7.92322E+0003,  7.96743E+0003
"2438.3"           ,    0.00000,  7.90498E+0003,  7.96743E+0003
"2438.4"           ,    0.00000,  7.71973E+0003,  7.96743E+0003
"2439.4"           ,    0.00000,  7.71973E+0003,  7.96743E+0003
"2440.1"           ,    0.00000,  7.93137E+0003,  7.96743E+0003
"2440.2"           ,    0.00000,  7.92322E+0003,  7.96743E+0003
"2440.3"           ,    0.00000,  7.90498E+0003,  7.96743E+0003
"942.1"            ,    0.00000,  7.89115E+0003,  7.96743E+0003
"942.2"            ,    0.00000,  7.88411E+0003,  7.96743E+0003
"942.3"            ,    0.00000,  7.88064E+0003,  7.96743E+0003
"2112.1"           ,    0.00000,  7.89366E+0003,  7.96743E+0003
"2112.2"           ,    0.00000,  7.88678E+0003,  7.96743E+0003
"2112.3"           ,    0.00000,  7.88723E+0003,  7.96743E+0003
"177.1"            ,    0.00000,  7.88432E+0003,  7.96743E+0003
"177.2"            ,    0.00000,  7.87125E+0003,  7.96743E+0003
"177.3"            ,    0.00000,  7.87962E+0003,  7.96743E+0003
"197.1"            ,    0.00000,  7.88495E+0003,  7.96743E+0003
"197.2"            ,    0.00000,  7.87246E+0003,  7.96743E+0003
"197.3"            ,    0.00000,  7.88018E+0003,  7.96743E+0003
"197.4"            ,    0.00001,  3.94899E+0000,  7.96743E+0003
"198.4"            ,    0.00001,  3.94899E+0000,  7.96743E+0003
"193.1"            ,    0.00000,  7.88495E+0003,  7.96743E+0003
"193.2"            ,    0.00000,  7.87247E+0003,  7.96743E+0003
"193.3"            ,    0.00000,  7.88018E+0003,  7.96743E+0003
"203.1"            ,    0.00000,  7.88493E+0003,  7.96743E+0003
"203.2"            ,    0.00000,  7.87253E+0003,  7.96743E+0003
"203.3"            ,    0.00000,  7.88022E+0003,  7.96743E+0003
"669.1"            ,    0.00000,  7.87001E+0003,  7.96743E+0003
"669.2"            ,    0.00000,  7.86559E+0003,  7.96743E+0003
"669.3"            ,    0.00000,  7.86123E+0003,  7.96743E+0003
"578.1"            ,    0.00000,  7.87016E+0003,  7.96743E+0003
"578.2"            ,    0.00000,  7.86575E+0003,  7.96743E+0003
"578.3"            ,    0.00000,  7.86140E+0003,  7.96743E+0003
"578.4"            ,    0.00000,  8.63386E-0001,  7.96743E+0003
"668.4"            ,    0.00000,  8.63386E-0001,  7.96743E+0003
"1311.1"           ,    0.00000,  7.86360E+0003,  7.96743E+0003
"1311.2"           ,    0.00000,  7.85764E+0003,  7.96743E+0003
"1311.3"           ,    0.00000,  7.85799E+0003,  7.96743E+0003
"1282.1"           ,    0.00000,  7.86396E+0003,  7.96743E+0003
"1282.2"           ,    0.00000,  7.85800E+0003,  7.96743E+0003
"1282.3"           ,    0.00000,  7.85832E+0003,  7.96743E+0003
"3088.1"           ,    0.00000,  7.88955E+0003,  7.96743E+0003
"3088.2"           ,    0.00000,  7.88255E+0003,  7.96743E+0003
"3088.3"           ,    0.00000,  7.88442E+0003,  7.96743E+0003
"3091.1"           ,    0.00000,  7.88919E+0003,  7.96743E+0003
"3091.2"           ,    0.00000,  7.88208E+0003,  7.96743E+0003
"3091.3"           ,    0.00000,  7.88409E+0003,  7.96743E+0003
"3084.1"           ,    0.00000,  7.88995E+0003,  7.96743E+0003
"3084.2"           ,    0.00000,  7.88308E+0003,  7.96743E+0003
"3084.3"           ,    0.00000,  7.88480E+0003,  7.96743E+0003
"2748.1"           ,    0.00000,  7.91914E+0003,  7.96743E+0003
"2748.2"           ,    0.00000,  7.91843E+0003,  7.96743E+0003
"2748.3"           ,    0.00000,  7.91207E+0003,  7.96743E+0003
"2779.1"           ,    0.00000,  7.91904E+0003,  7.96743E+0003
"2779.2"           ,    0.00000,  7.91843E+0003,  7.96743E+0003
"2779.3"           ,    0.00000,  7.91204E+0003,  7.96743E+0003
"2672.1"           ,    0.00000,  7.91907E+0003,  7.96743E+0003
"2672.2"           ,    0.00000,  7.91844E+0003,  7.96743E+0003
"2672.3"           ,    0.00000,  7.91205E+0003,  7.96743E+0003
"2425.1"           ,    0.00000,  7.93179E+0003,  7.96743E+0003
"2425.2"           ,    0.00000,  7.92391E+0003,  7.96743E+0003
"2425.3"           ,    0.00000,  7.90612E+0003,  7.96743E+0003
"2425.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2420.1"           ,    0.00000,  7.93180E+0003,  7.96743E+0003
"2420.2"           ,    0.00000,  7.92391E+0003,  7.96743E+0003
"2420.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
"2420.4"           ,    0.00000,  7.85612E+0003,  7.96743E+0003
"2450.4"           ,    0.00000,  7.83630E+0003,  7.96743E+0003
"2449.1"           ,    0.00000,  7.93181E+0003,  7.96743E+0003
"2449.2"           ,    0.00000,  7.92392E+0003,  7.96743E+0003
"2449.3"           ,    0.00000,  7.90613E+0003,  7.96743E+0003
